source	destination	phase	status	reason
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/dimelo_val_128bp.chr16.summary.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase02_initial_128bp_reference_benchmark/track_summaries/dimelo_val_128bp.chr16.summary.json	phase02_initial_128bp_reference_benchmark	archive	small 128 bp track summary JSON
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/dimelo_val_128bp.chr17.summary.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase02_initial_128bp_reference_benchmark/track_summaries/dimelo_val_128bp.chr17.summary.json	phase02_initial_128bp_reference_benchmark	archive	small 128 bp track summary JSON
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/dimelo_val_128bp.chr19.summary.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase02_initial_128bp_reference_benchmark/track_summaries/dimelo_val_128bp.chr19.summary.json	phase02_initial_128bp_reference_benchmark	archive	small 128 bp track summary JSON
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/hyenadna_test_128bp.chr11.summary.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase02_initial_128bp_reference_benchmark/track_summaries/hyenadna_test_128bp.chr11.summary.json	phase02_initial_128bp_reference_benchmark	archive	small 128 bp track summary JSON
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/hyenadna_test_128bp.chr16.summary.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase02_initial_128bp_reference_benchmark/track_summaries/hyenadna_test_128bp.chr16.summary.json	phase02_initial_128bp_reference_benchmark	archive	small 128 bp track summary JSON
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/hyenadna_test_128bp.chr17.summary.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase02_initial_128bp_reference_benchmark/track_summaries/hyenadna_test_128bp.chr17.summary.json	phase02_initial_128bp_reference_benchmark	archive	small 128 bp track summary JSON
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/hyenadna_test_128bp.chr19.summary.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase02_initial_128bp_reference_benchmark/track_summaries/hyenadna_test_128bp.chr19.summary.json	phase02_initial_128bp_reference_benchmark	archive	small 128 bp track summary JSON
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/scripts/fit_validation_thresholds.py	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase03_validation_thresholds/scripts/fit_validation_thresholds.py	phase03_validation_thresholds	archive	validation/classification script
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/scripts/evaluate_alphagenome_vs_dimelo.py	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase03_validation_thresholds/scripts/evaluate_alphagenome_vs_dimelo.py	phase03_validation_thresholds	archive	validation/classification script
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/validation_thresholds.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase03_validation_thresholds/outputs/validation_thresholds.json	phase03_validation_thresholds	archive	validation-derived threshold file
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/scripts/plot_alphagenome_comparison.py	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase04_visual_promoter_followup/scripts/plot_alphagenome_comparison.py	phase04_visual_promoter_followup	archive	early visual/promoter follow-up script
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/scripts/promoter_followup_analysis.py	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase04_visual_promoter_followup/scripts/promoter_followup_analysis.py	phase04_visual_promoter_followup	archive	early visual/promoter follow-up script
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/scripts/summarize_promoter_followup_metrics.py	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase04_visual_promoter_followup/scripts/summarize_promoter_followup_metrics.py	phase04_visual_promoter_followup	archive	early visual/promoter follow-up script
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/promoter_followup	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase04_visual_promoter_followup/promoter_followup	phase04_visual_promoter_followup	archive	promoter follow-up outputs
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/plots	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase04_visual_promoter_followup/plots	phase04_visual_promoter_followup	archive	early comparison plots
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/scripts/run_200bp_followup.py	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase05_200bp_pre_encode_followup/scripts/run_200bp_followup.py	phase05_200bp_pre_encode_followup	archive	pre-ENCODE 200 bp follow-up script
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/benchmark_200bp	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase05_200bp_pre_encode_followup/benchmark_200bp	phase05_200bp_pre_encode_followup	archive	pre-ENCODE 200 bp benchmark outputs
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/benchmark_200bp_smoke	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase05_200bp_pre_encode_followup/benchmark_200bp_smoke	phase05_200bp_pre_encode_followup	archive	pre-ENCODE 200 bp smoke outputs
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/scripts/alphagenome_read_sequence_sensitivity.py	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase06_read_sequence_sensitivity/scripts/alphagenome_read_sequence_sensitivity.py	phase06_read_sequence_sensitivity	archive	read-sequence sensitivity script
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/read_sequence_sensitivity	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase06_read_sequence_sensitivity/read_sequence_sensitivity	phase06_read_sequence_sensitivity	archive	read sequence sensitivity output folder
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readseq_200bp.summary.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/readseq_summaries/alphagenome_readseq_200bp.summary.json	phase06_read_sequence_sensitivity	active_results	small read-sequence summary promoted to results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readseq_200bp_benchmark.summary.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/readseq_summaries/alphagenome_readseq_200bp_benchmark.summary.json	phase06_read_sequence_sensitivity	active_results	small read-sequence summary promoted to results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readseq_200bp_benchmark.summary.tsv	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/readseq_summaries/alphagenome_readseq_200bp_benchmark.summary.tsv	phase06_read_sequence_sensitivity	active_results	small read-sequence summary promoted to results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readseq_200bp_benchmark.same_bins.tsv	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/readseq_summaries/alphagenome_readseq_200bp_benchmark.same_bins.tsv	phase06_read_sequence_sensitivity	active_results	small read-sequence summary promoted to results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readseq_200bp_10reads_benchmark.summary.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/readseq_summaries/alphagenome_readseq_200bp_10reads_benchmark.summary.json	phase06_read_sequence_sensitivity	active_results	small read-sequence summary promoted to results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readseq_200bp_10reads_benchmark.summary.tsv	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/readseq_summaries/alphagenome_readseq_200bp_10reads_benchmark.summary.tsv	phase06_read_sequence_sensitivity	active_results	small read-sequence summary promoted to results
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readseq_200bp.tsv	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/phase06_read_sequence_sensitivity/alphagenome_readseq_200bp.tsv	phase06_read_sequence_sensitivity	server_artifact	large read-sequence generated table
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readseq_200bp_10reads.tsv	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/phase06_read_sequence_sensitivity/alphagenome_readseq_200bp_10reads.tsv	phase06_read_sequence_sensitivity	server_artifact	large read-sequence generated table
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readseq_200bp_10reads_normalized_plots	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase06_read_sequence_sensitivity/normalized_plots_10reads	phase06_read_sequence_sensitivity	archive	read-sequence normalized plots
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readlevel_10reads.summary.tsv	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase07_readlevel_diagnostics/summaries/alphagenome_readlevel_10reads.summary.tsv	phase07_readlevel_diagnostics	archive	read-level evaluation summary
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readlevel_10reads.per_read.tsv	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/server_artifacts/alphagenome_archive_large_tables/phase07_readlevel_diagnostics/alphagenome_readlevel_10reads.per_read.tsv	phase07_readlevel_diagnostics	server_artifact	large per-read read-level table
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/alphagenome_readlevel_diagnostics	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/archive/phase07_readlevel_diagnostics/diagnostics	phase07_readlevel_diagnostics	archive	read-level diagnostic plots and summaries
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/text_summary.md	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/text_summary.md	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 1 kb result
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/config.json	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/config.json	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 1 kb result
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/validated_track_metadata.tsv	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/validated_track_metadata.tsv	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 1 kb result
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/normalization_parameters.tsv	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/normalization_parameters.tsv	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 1 kb result
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/pairwise_metrics.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/pairwise_metrics.tsv.gz	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 1 kb result
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/chromosome_specific_metrics.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/chromosome_specific_metrics.tsv.gz	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 1 kb result
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/coverage_sensitivity.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/coverage_sensitivity.tsv.gz	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 1 kb result
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/weighted_correlations.tsv.gz	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/weighted_correlations.tsv.gz	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 1 kb result
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/correlation_by_chromosome.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/correlation_by_chromosome.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/correlation_by_chromosome.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/correlation_by_chromosome.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/coverage_sensitivity.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/coverage_sensitivity.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/coverage_sensitivity.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/coverage_sensitivity.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_A_D.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_A_D.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_A_D.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_A_D.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_A_H.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_A_H.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_A_H.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_A_H.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_H_D.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_H_D.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_H_D.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_H_D.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_T_A.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_T_A.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_T_A.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_T_A.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_T_D.png	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_T_D.png	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/OLD/outputs/population_track_benchmark_GSM2421502_1kb/figures/density/density_T_D.svg	/data/leuven/383/vsc38330/thesis_project_clean/alphagenome/results/secondary_external_track_GSM2421502_1kb/figures/density/density_T_D.svg	phase09_external_bigwig_exploratory	active_secondary_result	selected secondary GSM2421502 figures
