region_id	chrom	start	end	name	split
32	chr19	800000	900000	chr16_rank33_score1.781_reads274	train
33	chr19	58500000	58600000	chr16_rank34_score1.779_reads399	train
34	chr19	18200000	18300000	chr16_rank35_score1.743_reads264	train
35	chr19	48900000	49000000	chr16_rank36_score1.743_reads578	train
36	chr19	40700000	40800000	chr16_rank37_score1.742_reads861	train
37	chr19	55100000	55200000	chr16_rank38_score1.721_reads576	train
38	chr19	17200000	17300000	chr16_rank39_score1.720_reads258	train
39	chr19	47200000	47300000	chr16_rank40_score1.695_reads577	train
40	chr19	3300000	3400000	chr16_rank41_score1.608_reads376	train
41	chr19	40400000	40500000	chr16_rank42_score1.593_reads850	test
42	chr19	18400000	18500000	chr16_rank43_score1.590_reads294	train
43	chr19	49400000	49500000	chr16_rank44_score1.589_reads591	train
44	chr19	18100000	18200000	chr16_rank45_score1.576_reads290	train
45	chr19	48300000	48400000	chr16_rank46_score1.572_reads511	train
46	chr19	41900000	42000000	chr16_rank47_score1.556_reads928	test
47	chr19	58400000	58500000	chr16_rank48_score1.504_reads543	train
48	chr19	1600000	1700000	chr16_rank49_score1.435_reads284	train
49	chr19	41300000	41400000	chr16_rank50_score1.431_reads859	train
50	chr19	43500000	43600000	chr16_rank51_score1.411_reads621	test
51	chr19	7500000	7600000	chr16_rank52_score1.410_reads277	train
52	chr19	45000000	45100000	chr16_rank53_score1.405_reads566	train
53	chr19	2200000	2300000	chr16_rank54_score1.397_reads243	val
54	chr19	44800000	44900000	chr16_rank55_score1.393_reads610	val
55	chr19	18500000	18600000	chr16_rank56_score1.384_reads270	val
56	chr19	1500000	1600000	chr16_rank57_score1.376_reads238	train
57	chr19	14000000	14100000	chr16_rank58_score1.354_reads262	train
58	chr19	42300000	42400000	chr16_rank59_score1.349_reads846	train
59	chr19	58300000	58400000	chr16_rank60_score1.334_reads517	train
60	chr19	49100000	49200000	chr16_rank61_score1.329_reads573	train
61	chr19	40500000	40600000	chr16_rank62_score1.329_reads883	train
62	chr19	4700000	4800000	chr16_rank63_score1.299_reads277	train
63	chr19	35900000	36000000	chr16_rank64_score1.287_reads928	train
64	chr19	35600000	35700000	chr16_rank65_score1.283_reads858	test
65	chr19	48600000	48700000	chr16_rank66_score1.279_reads545	train
66	chr19	41200000	41300000	chr16_rank67_score1.269_reads825	train
67	chr19	55200000	55300000	chr16_rank68_score1.268_reads586	train
68	chr19	49500000	49600000	chr16_rank69_score1.262_reads536	test
69	chr19	1700000	1800000	chr16_rank70_score1.261_reads327	train
70	chr19	17300000	17400000	chr16_rank71_score1.261_reads239	val
71	chr19	36100000	36200000	chr16_rank72_score1.237_reads883	train
72	chr19	47700000	47800000	chr16_rank73_score1.233_reads578	val
73	chr19	44700000	44800000	chr16_rank74_score1.225_reads517	train
74	chr19	38200000	38300000	chr16_rank75_score1.224_reads847	test
75	chr19	41800000	41900000	chr16_rank76_score1.216_reads990	train
76	chr19	51300000	51400000	chr16_rank77_score1.187_reads552	train
77	chr19	55500000	55600000	chr16_rank78_score1.171_reads490	val
78	chr19	14500000	14600000	chr16_rank79_score1.170_reads299	train
79	chr19	50300000	50400000	chr16_rank80_score1.163_reads593	train
80	chr19	12900000	13000000	chr16_rank81_score1.150_reads293	train
81	chr19	38800000	38900000	chr16_rank82_score1.138_reads778	train
82	chr19	14400000	14500000	chr16_rank83_score1.133_reads288	train
83	chr19	2100000	2200000	chr16_rank84_score1.122_reads285	test
84	chr19	12800000	12900000	chr16_rank85_score1.118_reads284	train
85	chr19	10500000	10600000	chr16_rank86_score1.115_reads283	val
86	chr19	46600000	46700000	chr16_rank87_score1.106_reads623	train
87	chr19	40600000	40700000	chr16_rank88_score1.100_reads838	train
88	chr19	4300000	4400000	chr16_rank89_score1.093_reads277	train
89	chr19	48800000	48900000	chr16_rank90_score1.078_reads579	val
90	chr19	4500000	4600000	chr16_rank91_score1.075_reads272	val
91	chr19	7600000	7700000	chr16_rank92_score1.075_reads272	train
92	chr19	45500000	45600000	chr16_rank93_score1.073_reads603	train
93	chr19	4100000	4200000	chr16_rank94_score1.071_reads271	train
94	chr19	18300000	18400000	chr16_rank95_score1.071_reads271	train
95	chr19	7800000	7900000	chr16_rank96_score1.067_reads270	val
96	chr19	3000000	3100000	chr16_rank97_score1.064_reads269	train
97	chr19	43700000	43800000	chr16_rank98_score1.061_reads637	val
98	chr19	17700000	17800000	chr16_rank99_score1.060_reads268	train
99	chr19	400000	500000	chr16_rank100_score1.048_reads265	train
