row_idx	read_id	chrom	alignment_start	alignment_end	read_length	window_start	window_end	window_length	is_reverse	mapq	region_id	region_name	split	sample	sample_id
22	93d09415-0d88-4334-abcf-9c8133ce1eba	chr17	8069871	8112011	42040	16384	42040	25656	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
23	93d09415-0d88-4334-abcf-9c8133ce1eba	chr17	8069871	8112011	42040	32768	42040	9272	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
24	248a5348-041a-47ff-a8eb-52b4db1d3f6c	chr17	8070605	8106739	36117	0	32768	32768	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
25	248a5348-041a-47ff-a8eb-52b4db1d3f6c	chr17	8070605	8106739	36117	3349	36117	32768	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
26	248a5348-041a-47ff-a8eb-52b4db1d3f6c	chr17	8070605	8106739	36117	16384	36117	19733	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
27	248a5348-041a-47ff-a8eb-52b4db1d3f6c	chr17	8070605	8106739	36117	32768	36117	3349	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
28	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	0	32768	32768	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
29	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	16384	49152	32768	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
30	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	32768	65536	32768	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
31	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	49152	81920	32768	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
32	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	65536	98304	32768	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
33	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	81920	114688	32768	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
34	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	98304	131072	32768	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
35	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	98762	131530	32768	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
36	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	114688	131530	16842	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
37	824ff9b2-4408-408d-988e-605ba67b1c40	chr17	8073723	8141291	131530	131072	131530	458	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
38	87cf7552-e030-47fc-9118-d0bd8b72c744	chr17	8075121	8102934	27135	0	27135	27135	False	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
39	bed906be-9cf4-4c03-9b14-70af6e47f002	chr17	8075121	8102932	27851	0	27851	27851	True	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
40	8cddccf0-ab1d-4f3a-8c17-07d76f47c300	chr17	8076270	8100825	24549	0	24549	24549	False	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
41	710ce0d5-6cfb-4b5d-bb58-0c2032b56063	chr17	8078838	8100332	21402	0	21402	21402	False	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
42	53c28fb1-fbed-4529-bef8-3bee09f94c50	chr17	8081100	8130922	48552	0	32768	32768	False	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
43	53c28fb1-fbed-4529-bef8-3bee09f94c50	chr17	8081100	8130922	48552	15784	48552	32768	False	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
44	53c28fb1-fbed-4529-bef8-3bee09f94c50	chr17	8081100	8130922	48552	16384	48552	32168	False	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
45	53c28fb1-fbed-4529-bef8-3bee09f94c50	chr17	8081100	8130922	48552	32768	48552	15784	False	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
46	c6cb8428-1d45-42ba-aa87-6f3f40ac889a	chr17	8081495	8107001	24540	0	24540	24540	False	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
47	e869806a-ddd9-4630-a026-43c9aa2b169f	chr17	8082006	8115518	33359	0	32768	32768	False	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
48	e869806a-ddd9-4630-a026-43c9aa2b169f	chr17	8082006	8115518	33359	591	33359	32768	False	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
49	e869806a-ddd9-4630-a026-43c9aa2b169f	chr17	8082006	8115518	33359	16384	33359	16975	False	60	0	chr16_rank1_score5.253_reads554	train	merged_e5b	0
50	7303c87a-4a00-465b-bca3-d249108f5820	chr17	43156277	43200640	43967	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
51	7303c87a-4a00-465b-bca3-d249108f5820	chr17	43156277	43200640	43967	11199	43967	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
52	7303c87a-4a00-465b-bca3-d249108f5820	chr17	43156277	43200640	43967	16384	43967	27583	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
53	7303c87a-4a00-465b-bca3-d249108f5820	chr17	43156277	43200640	43967	32768	43967	11199	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
54	7cfccd98-8038-4565-a79d-a39c2ff41fe5	chr17	43163404	43203546	40119	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
55	7cfccd98-8038-4565-a79d-a39c2ff41fe5	chr17	43163404	43203546	40119	7351	40119	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
56	7cfccd98-8038-4565-a79d-a39c2ff41fe5	chr17	43163404	43203546	40119	16384	40119	23735	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
57	7cfccd98-8038-4565-a79d-a39c2ff41fe5	chr17	43163404	43203546	40119	32768	40119	7351	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
58	4c04ea99-b060-4f2e-9bf3-7cc8e78df954	chr17	43166754	43214150	47394	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
59	4c04ea99-b060-4f2e-9bf3-7cc8e78df954	chr17	43166754	43214150	47394	14626	47394	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
60	4c04ea99-b060-4f2e-9bf3-7cc8e78df954	chr17	43166754	43214150	47394	16384	47394	31010	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
61	4c04ea99-b060-4f2e-9bf3-7cc8e78df954	chr17	43166754	43214150	47394	32768	47394	14626	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
62	74cd056b-ab64-4f15-b066-b323633e6fcb	chr17	43167366	43204274	36600	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
63	74cd056b-ab64-4f15-b066-b323633e6fcb	chr17	43167366	43204274	36600	3832	36600	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
64	74cd056b-ab64-4f15-b066-b323633e6fcb	chr17	43167366	43204274	36600	16384	36600	20216	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
65	74cd056b-ab64-4f15-b066-b323633e6fcb	chr17	43167366	43204274	36600	32768	36600	3832	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
66	c357b19b-d7d6-4d31-93fd-88d94915cc21	chr17	43170144	43204300	34121	0	32768	32768	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
67	c357b19b-d7d6-4d31-93fd-88d94915cc21	chr17	43170144	43204300	34121	1353	34121	32768	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
68	c357b19b-d7d6-4d31-93fd-88d94915cc21	chr17	43170144	43204300	34121	16384	34121	17737	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
69	c357b19b-d7d6-4d31-93fd-88d94915cc21	chr17	43170144	43204300	34121	32768	34121	1353	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
70	76d07770-55cb-4173-b6c8-fa0d12cbfaf1	chr17	43170752	43228665	57632	0	32768	32768	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
71	76d07770-55cb-4173-b6c8-fa0d12cbfaf1	chr17	43170752	43228665	57632	16384	49152	32768	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
72	76d07770-55cb-4173-b6c8-fa0d12cbfaf1	chr17	43170752	43228665	57632	24864	57632	32768	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
73	76d07770-55cb-4173-b6c8-fa0d12cbfaf1	chr17	43170752	43228665	57632	32768	57632	24864	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
74	76d07770-55cb-4173-b6c8-fa0d12cbfaf1	chr17	43170752	43228665	57632	49152	57632	8480	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
75	10353ba7-cfc5-4c96-bb67-78e8846679f1	chr17	43170752	43228665	57725	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
76	10353ba7-cfc5-4c96-bb67-78e8846679f1	chr17	43170752	43228665	57725	16384	49152	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
77	10353ba7-cfc5-4c96-bb67-78e8846679f1	chr17	43170752	43228665	57725	24957	57725	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
78	10353ba7-cfc5-4c96-bb67-78e8846679f1	chr17	43170752	43228665	57725	32768	57725	24957	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
79	10353ba7-cfc5-4c96-bb67-78e8846679f1	chr17	43170752	43228665	57725	49152	57725	8573	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
80	f492a9d3-f188-4262-a9db-04c8d2deb9ea	chr17	43173036	43213699	40588	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
81	f492a9d3-f188-4262-a9db-04c8d2deb9ea	chr17	43173036	43213699	40588	7820	40588	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
82	f492a9d3-f188-4262-a9db-04c8d2deb9ea	chr17	43173036	43213699	40588	16384	40588	24204	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
83	f492a9d3-f188-4262-a9db-04c8d2deb9ea	chr17	43173036	43213699	40588	32768	40588	7820	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
84	14a3820f-05c5-4707-869c-b78b40224604	chr17	43174923	43214655	39532	0	32768	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
85	14a3820f-05c5-4707-869c-b78b40224604	chr17	43174923	43214655	39532	6764	39532	32768	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
86	14a3820f-05c5-4707-869c-b78b40224604	chr17	43174923	43214655	39532	16384	39532	23148	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
87	14a3820f-05c5-4707-869c-b78b40224604	chr17	43174923	43214655	39532	32768	39532	6764	True	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
88	aed844bd-677c-47f8-b46e-c9619315d5f8	chr17	43177481	43209873	32324	0	32324	32324	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
89	6b313c08-90ed-46d0-83db-f11654c43d5c	chr17	43178293	43200380	21974	0	21974	21974	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
90	62ae9f9b-1bdb-4d6b-8681-5596cea38981	chr17	43181085	43213898	32798	0	32768	32768	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
91	62ae9f9b-1bdb-4d6b-8681-5596cea38981	chr17	43181085	43213898	32798	30	32798	32768	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
92	62ae9f9b-1bdb-4d6b-8681-5596cea38981	chr17	43181085	43213898	32798	16384	32798	16414	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
93	62ae9f9b-1bdb-4d6b-8681-5596cea38981	chr17	43181085	43213898	32798	32768	32798	30	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
94	e8cde530-1046-4b88-8ad8-77d09605abbf	chr17	43181499	43232908	51892	0	32768	32768	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
95	e8cde530-1046-4b88-8ad8-77d09605abbf	chr17	43181499	43232908	51892	16384	49152	32768	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
96	e8cde530-1046-4b88-8ad8-77d09605abbf	chr17	43181499	43232908	51892	19124	51892	32768	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
97	e8cde530-1046-4b88-8ad8-77d09605abbf	chr17	43181499	43232908	51892	32768	51892	19124	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
98	e8cde530-1046-4b88-8ad8-77d09605abbf	chr17	43181499	43232908	51892	49152	51892	2740	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
99	6076d96a-f71e-47df-adb5-d3d23ea2c978	chr17	43182045	43237077	60914	0	32768	32768	False	60	1	chr16_rank2_score4.782_reads296	train	merged_e5b	0
100	2034278c-4e5a-4a41-9143-788f7da9a125	chr17	81982783	82033275	48954	0	32768	32768	True	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
101	2034278c-4e5a-4a41-9143-788f7da9a125	chr17	81982783	82033275	48954	16186	48954	32768	True	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
102	2034278c-4e5a-4a41-9143-788f7da9a125	chr17	81982783	82033275	48954	16384	48954	32570	True	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
103	2034278c-4e5a-4a41-9143-788f7da9a125	chr17	81982783	82033275	48954	32768	48954	16186	True	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
104	a0bb74b7-b17a-40f5-be21-722991c9ed2c	chr17	81984301	82019307	47791	0	32768	32768	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
105	a0bb74b7-b17a-40f5-be21-722991c9ed2c	chr17	81984301	82019307	47791	15023	47791	32768	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
106	a0bb74b7-b17a-40f5-be21-722991c9ed2c	chr17	81984301	82019307	47791	16384	47791	31407	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
107	a0bb74b7-b17a-40f5-be21-722991c9ed2c	chr17	81984301	82019307	47791	32768	47791	15023	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
108	20d8a71d-ed70-4054-b81e-9e3c56a3f513	chr17	81985314	82029660	44257	0	32768	32768	True	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
109	20d8a71d-ed70-4054-b81e-9e3c56a3f513	chr17	81985314	82029660	44257	11489	44257	32768	True	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
110	20d8a71d-ed70-4054-b81e-9e3c56a3f513	chr17	81985314	82029660	44257	16384	44257	27873	True	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
111	20d8a71d-ed70-4054-b81e-9e3c56a3f513	chr17	81985314	82029660	44257	32768	44257	11489	True	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
112	a14e381c-47cc-4345-8930-a853881f4a96	chr17	81985838	82040154	54269	0	32768	32768	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
113	a14e381c-47cc-4345-8930-a853881f4a96	chr17	81985838	82040154	54269	16384	49152	32768	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
114	a14e381c-47cc-4345-8930-a853881f4a96	chr17	81985838	82040154	54269	21501	54269	32768	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
115	a14e381c-47cc-4345-8930-a853881f4a96	chr17	81985838	82040154	54269	32768	54269	21501	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
116	a14e381c-47cc-4345-8930-a853881f4a96	chr17	81985838	82040154	54269	49152	54269	5117	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
117	a39e48d0-6940-4cac-a163-704fc0bbbd08	chr17	81988052	82015486	26391	0	26391	26391	True	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
118	c1a28371-8cc3-4b00-a087-f8a6a6e9d4b2	chr17	81990398	82026584	35103	0	32768	32768	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
119	c1a28371-8cc3-4b00-a087-f8a6a6e9d4b2	chr17	81990398	82026584	35103	2335	35103	32768	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
120	c1a28371-8cc3-4b00-a087-f8a6a6e9d4b2	chr17	81990398	82026584	35103	16384	35103	18719	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
121	c1a28371-8cc3-4b00-a087-f8a6a6e9d4b2	chr17	81990398	82026584	35103	32768	35103	2335	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
122	1ef88611-d76b-414a-9c67-dd94915e6544	chr17	81990772	82025192	34391	0	32768	32768	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
123	1ef88611-d76b-414a-9c67-dd94915e6544	chr17	81990772	82025192	34391	1623	34391	32768	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
124	1ef88611-d76b-414a-9c67-dd94915e6544	chr17	81990772	82025192	34391	16384	34391	18007	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
125	1ef88611-d76b-414a-9c67-dd94915e6544	chr17	81990772	82025192	34391	32768	34391	1623	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
126	c62ff98a-1968-4b60-963e-9c6a32a7290c	chr17	81991438	82009752	18290	0	18290	18290	False	60	2	chr16_rank3_score4.708_reads580	train	merged_e5b	0
127	8f424db2-7981-4a05-8f60-efa4b7032230	chr17	7152693	7211853	59068	0	32768	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
128	8f424db2-7981-4a05-8f60-efa4b7032230	chr17	7152693	7211853	59068	16384	49152	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
129	8f424db2-7981-4a05-8f60-efa4b7032230	chr17	7152693	7211853	59068	26300	59068	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
130	8f424db2-7981-4a05-8f60-efa4b7032230	chr17	7152693	7211853	59068	32768	59068	26300	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
131	8f424db2-7981-4a05-8f60-efa4b7032230	chr17	7152693	7211853	59068	49152	59068	9916	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
132	e706a079-56e8-483d-93ea-4057759886cb	chr17	7157960	7220957	62641	0	32768	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
133	e706a079-56e8-483d-93ea-4057759886cb	chr17	7157960	7220957	62641	16384	49152	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
134	e706a079-56e8-483d-93ea-4057759886cb	chr17	7157960	7220957	62641	29873	62641	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
135	e706a079-56e8-483d-93ea-4057759886cb	chr17	7157960	7220957	62641	32768	62641	29873	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
136	e706a079-56e8-483d-93ea-4057759886cb	chr17	7157960	7220957	62641	49152	62641	13489	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
137	009894e1-be29-4c4e-a734-e13595cf261a	chr17	7160626	7203258	42268	0	32768	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
138	009894e1-be29-4c4e-a734-e13595cf261a	chr17	7160626	7203258	42268	9500	42268	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
139	009894e1-be29-4c4e-a734-e13595cf261a	chr17	7160626	7203258	42268	16384	42268	25884	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
140	009894e1-be29-4c4e-a734-e13595cf261a	chr17	7160626	7203258	42268	32768	42268	9500	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
141	9c9f0cfc-1339-40c3-b4ad-09411c01b9ec	chr17	7165427	7211006	45699	0	32768	32768	False	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
142	9c9f0cfc-1339-40c3-b4ad-09411c01b9ec	chr17	7165427	7211006	45699	12931	45699	32768	False	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
143	9c9f0cfc-1339-40c3-b4ad-09411c01b9ec	chr17	7165427	7211006	45699	16384	45699	29315	False	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
144	9c9f0cfc-1339-40c3-b4ad-09411c01b9ec	chr17	7165427	7211006	45699	32768	45699	12931	False	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
145	0056aa05-5974-48e3-9773-a815b52b9742	chr17	7169634	7207031	37126	0	32768	32768	False	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
146	0056aa05-5974-48e3-9773-a815b52b9742	chr17	7169634	7207031	37126	4358	37126	32768	False	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
147	0056aa05-5974-48e3-9773-a815b52b9742	chr17	7169634	7207031	37126	16384	37126	20742	False	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
148	0056aa05-5974-48e3-9773-a815b52b9742	chr17	7169634	7207031	37126	32768	37126	4358	False	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
149	a7fb6a6b-6eaf-41b4-9954-89a910261a6a	chr17	7171262	7207676	36393	0	32768	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
150	a7fb6a6b-6eaf-41b4-9954-89a910261a6a	chr17	7171262	7207676	36393	3625	36393	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
151	a7fb6a6b-6eaf-41b4-9954-89a910261a6a	chr17	7171262	7207676	36393	16384	36393	20009	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
152	a7fb6a6b-6eaf-41b4-9954-89a910261a6a	chr17	7171262	7207676	36393	32768	36393	3625	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
153	252608c5-738a-442d-b117-332e0413f447	chr17	7174033	7202895	28519	0	28519	28519	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
154	a60bb132-7d8f-4bcf-8e1a-7f02e4450bf9	chr17	7174076	7203085	28125	0	28125	28125	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
155	1dad6925-1784-462d-8e42-aa26dfbc4e8a	chr17	7176723	7218334	41611	0	32768	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
156	1dad6925-1784-462d-8e42-aa26dfbc4e8a	chr17	7176723	7218334	41611	8843	41611	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
157	1dad6925-1784-462d-8e42-aa26dfbc4e8a	chr17	7176723	7218334	41611	16384	41611	25227	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
158	1dad6925-1784-462d-8e42-aa26dfbc4e8a	chr17	7176723	7218334	41611	32768	41611	8843	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
159	afd38d64-0dac-4c90-ab8b-a688b5828450	chr17	7177182	7210729	33493	0	32768	32768	True	60	3	chr16_rank4_score3.840_reads561	train	merged_e5b	0
