row_idx	read_id	chrom	alignment_start	alignment_end	read_length	is_reverse	mapq	region_id	region_name	split	sample	sample_id	source_dataset
81	3522ffe2-a54f-420b-af2e-124ae6f1c0f5	chr16	595591	605025	9423	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
82	8e121f45-d735-4117-b73d-8d1419274dd1	chr16	596238	608579	12432	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
83	1a1b3658-826d-4a74-93df-477d68d05bf1	chr16	597120	607412	11103	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
84	ece176e0-c008-4fb0-a19e-a7be3440f3d6	chr16	598084	608616	10673	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
85	17d0c5bf-34d7-4a50-91ee-51657a9615cc	chr16	598183	605690	7574	True	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
86	a71b8be7-d170-45d0-9921-ceaf3e856571	chr16	598722	616387	17825	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
87	c916d55d-74f6-4f15-bd15-ea2c9af7c3e7	chr16	598986	607427	8472	True	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
88	14d9e46f-3bbf-4e64-9ad5-c016798648fd	chr16	599518	614814	15348	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
89	c9487127-6587-4b04-bb0a-1cf8f00ea1c9	chr16	599585	603524	3912	True	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
90	68bf0b49-7ed6-4645-b9f2-b51255d64d10	chr16	600373	610939	10359	True	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
91	7f3806dd-d570-4b06-a150-c95aca2c2e1a	chr16	600617	605010	4315	True	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
92	b370bd3d-404e-4738-9e41-08ab5ea7fc2f	chr16	600626	630366	30207	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
93	df386ce4-6f4d-4fa4-92d4-29dc433a058d	chr16	601196	610658	9493	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
94	04290c10-6d8a-468d-9340-966a864a4d9b	chr16	601344	622805	21614	True	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
95	4fb98f95-81eb-4cc7-adc2-3f995b2532a1	chr16	601544	618181	16681	True	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
96	c43deb76-0ae9-424c-883e-02e9710b443e	chr16	601647	611794	10204	True	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
97	f91461d4-598b-421f-b534-e531c8dbb873	chr16	601716	606559	4874	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
98	4eed7eea-8ed6-4307-8ae1-cdca12da5374	chr16	601766	616076	14362	True	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
99	e4f6f014-da74-4352-8030-b4cd868ed36d	chr16	602746	612007	18225	True	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
100	6363b7dd-f6eb-40a5-95f9-187cfca0b350	chr16	602862	610597	7805	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
101	e59bc994-9ab6-4d2d-988f-235d4397ae62	chr16	2089483	2111605	23885	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
102	ff4f2587-fad9-40b0-a97a-78c69818db7a	chr16	2094727	2114152	20989	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
103	066211c7-798a-4b89-a04d-a29ef61a70f7	chr16	2095512	2105061	10172	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
104	ad242295-f51a-47c3-a241-e24ff78d321f	chr16	2095512	2105061	10032	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
105	b67b8e51-4fb7-48e7-8a4a-982c676f6144	chr16	2095532	2105059	9749	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
106	7356540e-20fc-4dbd-8cc7-e48e7e55fb70	chr16	2095882	2105059	9427	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
107	a97bde33-2909-4d62-aab0-2bdd67f5e4a6	chr16	2096246	2105061	11574	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
108	8bcc6228-b8d6-48bb-abe7-a970fee8f7d2	chr16	2096830	2105054	9067	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
109	aa1150e7-bb40-4460-ae00-2a255cb13de3	chr16	2097839	2106860	21639	True	35	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
110	c127ea5f-423b-4ca6-83d2-bffcdd9b23ed	chr16	2098854	2111479	14889	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
111	456ebaa8-1e28-42f2-8fe3-ce021d1e6e89	chr16	2098888	2103077	4178	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
112	e501acaa-f756-4e23-b32f-56ee63ae5537	chr16	2098892	2103078	4205	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
113	4bf50ed3-15a8-4ad9-9c8b-8961d6092264	chr16	2098952	2105061	7667	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
114	9ca7ccdc-f228-4fd2-bc91-93f92053ceec	chr16	2099159	2105047	8154	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
115	535ba438-e8c1-4717-9bc8-a3ebd58bd2f5	chr16	2099559	2104875	7268	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
116	eba8c83b-37f3-4f71-9fb7-e8ec53e1412e	chr16	2099559	2120434	22514	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
117	35f78616-d748-47a4-9551-279963a3ec7f	chr16	2099645	2105061	5426	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
118	35ee35dd-a536-4a54-a568-ecd4ef9c789d	chr16	2100014	2104448	4333	False	52	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
119	631dff10-9c3f-43aa-933f-eed3b05234c1	chr16	2100541	2109045	10762	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
120	02a9d7af-0b7b-4cea-ac7f-080528564047	chr16	2100850	2119828	24844	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
121	1c5d53d5-00b0-42de-868d-1f305b6d8d57	chr16	2100857	2105061	6236	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
122	0c524fff-6ee1-4e96-89f5-7fdf1aca0cc5	chr16	2101035	2105051	4239	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
123	8818cb34-394b-4910-8b0c-f0f8bb4fb2bd	chr16	2101220	2105054	6472	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
124	15b1dae8-cf44-4d7c-9bc3-004dc9d40a8b	chr16	2101325	2126243	26999	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
125	33ad09bc-1a42-46b5-a3ba-d37c78e45076	chr16	2101507	2105061	4735	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
126	ba8ccb9e-7d27-415c-8927-236c10fefae5	chr16	2101640	2115205	15974	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
127	6e1837bd-bb29-4167-9b68-2ebf214b85bf	chr16	2102170	2105054	3798	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
128	7f5a4d59-9def-49b7-b913-a963a2c0cb30	chr16	2102361	2106967	6968	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
129	e041aa39-8ba3-4671-b1e9-a374797fe6be	chr16	2102603	2105054	3776	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
130	1662968e-6167-47e7-8e24-a85eef7d5ae3	chr16	2102788	2124572	24051	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
131	b191b926-0808-480c-959c-9e78b1698366	chr16	2102792	2105060	2712	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
132	8e157c28-fd3b-4631-ac38-06ec5a5a1299	chr16	2102812	2105048	3298	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
133	a360bd46-11ba-4036-a995-a19b7fb59b21	chr16	2103644	2119178	17887	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
134	89867c28-56a5-451f-b449-03888f8d1dd0	chr16	4279842	4306414	28409	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
135	c48fcad6-d75e-42e2-8305-425fe18369eb	chr16	4281780	4314698	32699	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
136	0f3deed3-228a-48eb-9e3f-407f979b0ab0	chr16	4281956	4308563	25943	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
137	447cf477-c441-4c8b-b641-40b30a3cbb08	chr16	4282122	4302473	20287	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
138	f1f1bb58-c929-42db-bc48-f532d194f3b2	chr16	4284971	4309050	24046	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
139	1e23cc7f-8c4a-45b5-982f-ac06d2175a68	chr16	4286219	4310935	24561	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
140	5dfeb6b6-3da9-45cf-96ea-7a1bbc8d1448	chr16	4286510	4305293	18785	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
141	394c3b73-9b5b-4946-a888-47934c43f03f	chr16	4287722	4305691	17926	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
142	8105b49b-4cea-4bd2-9370-36f647449402	chr16	4287818	4302593	14742	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
143	edb9bd00-d080-4232-bedc-fd4850ade82a	chr16	4288970	4302284	13290	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
144	9bb1245f-4158-48bb-8966-3c712cb9f6f8	chr16	4290112	4303964	13878	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
145	b91e7b97-63e9-499f-8ddb-f2dd533bd335	chr16	4290227	4300219	9960	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
146	6cd200a1-1eaf-41b5-bde2-9ccaae45e2c0	chr16	4290503	4301167	10652	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
147	3c6f7081-5bab-4441-bf94-f41898f0f76e	chr16	4290794	4300746	9957	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
148	07edc347-a975-43ec-95e4-11f1df8685b3	chr16	4291681	4300540	8710	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
149	39526b86-9d57-40a7-ab52-e5c73e3abd19	chr16	4292066	4300007	8000	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
150	80a89a9b-37d5-4717-aebe-4985ae0f4e15	chr16	4292337	4301207	8910	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
151	9507dd04-663d-45ef-bae1-994a4bd4593f	chr16	4293523	4304850	11356	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
152	128c2e4a-7284-4501-b43e-e78c3a142575	chr16	4295793	4300402	4623	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
153	b8f86f93-3439-4f07-9019-67e7f8f590bf	chr16	4295811	4300004	4144	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
154	e53cee8e-44c8-492e-8e0a-3428ef058c42	chr16	4296505	4301351	4860	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
155	b8ef2328-8467-4e34-b689-2f152c00af9a	chr16	4297110	4300678	3557	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
156	c9b785e5-1bc5-44dc-a6e9-577494915802	chr16	4298274	4300617	2339	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
157	b8f600cc-d2d5-437f-8e05-d9b7b109d880	chr16	2872294	2903881	31479	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
158	175a1748-aa0f-4bae-aa78-ec337d0ee43d	chr16	2873545	2901163	27431	True	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
159	2e5c8dbe-20d1-4c9b-a854-4e9f38ef06e0	chr16	2876170	2904464	28282	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
160	b18a9f88-4eb6-4c3a-a8d9-df69a086f7b7	chr16	2876730	2901273	24432	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
161	71e885fc-17ce-494b-9aa4-835f0b8e18f3	chr16	2876998	2903413	26412	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
