region_id	chrom	start	end	name	split
89	chr11	57600000	57700000	chr16_rank90_score2.136_reads399	val
90	chr11	126200000	126300000	chr16_rank91_score2.133_reads498	val
91	chr11	75300000	75400000	chr16_rank92_score2.130_reads466	train
92	chr11	19700000	19800000	chr16_rank93_score2.111_reads525	train
93	chr11	67600000	67700000	chr16_rank94_score2.095_reads428	train
94	chr11	18700000	18800000	chr16_rank95_score2.094_reads522	train
95	chr11	64100000	64200000	chr16_rank96_score2.067_reads390	val
96	chr11	124800000	124900000	chr16_rank97_score2.064_reads456	train
97	chr11	123400000	123500000	chr16_rank98_score2.059_reads516	val
98	chr11	76600000	76700000	chr16_rank99_score2.035_reads593	train
99	chr11	126300000	126400000	chr16_rank100_score2.010_reads448	train
