region_id	chrom	start	end	name	split
61	chr16	69100000	69200000	chr16_rank62_score2.008_reads498	train
62	chr16	30400000	30500000	chr16_rank63_score1.997_reads433	train
63	chr16	81400000	81500000	chr16_rank64_score1.972_reads429	train
64	chr16	67400000	67500000	chr16_rank65_score1.965_reads478	test
65	chr16	70600000	70700000	chr16_rank66_score1.964_reads453	train
66	chr16	2500000	2600000	chr16_rank67_score1.959_reads333	train
67	chr16	1600000	1700000	chr16_rank68_score1.955_reads400	train
68	chr16	4400000	4500000	chr16_rank69_score1.952_reads413	test
69	chr16	21500000	21600000	chr16_rank70_score1.939_reads411	train
70	chr16	73000000	73100000	chr16_rank71_score1.939_reads411	val
71	chr16	66900000	67000000	chr16_rank72_score1.922_reads389	train
72	chr16	57800000	57900000	chr16_rank73_score1.921_reads446	val
73	chr16	89800000	89900000	chr16_rank74_score1.902_reads443	train
74	chr16	71800000	71900000	chr16_rank75_score1.890_reads441	test
75	chr16	87300000	87400000	chr16_rank76_score1.877_reads439	train
76	chr16	84600000	84700000	chr16_rank77_score1.839_reads433	train
77	chr16	86500000	86600000	chr16_rank78_score1.826_reads431	val
78	chr16	89200000	89300000	chr16_rank79_score1.814_reads429	train
79	chr16	4700000	4800000	chr16_rank80_score1.811_reads452	train
80	chr16	89000000	89100000	chr16_rank81_score1.801_reads391	train
81	chr16	57000000	57100000	chr16_rank82_score1.790_reads493	train
82	chr16	88900000	89000000	chr16_rank83_score1.765_reads386	train
83	chr16	67500000	67600000	chr16_rank84_score1.762_reads421	test
84	chr16	100000	200000	chr16_rank85_score1.751_reads384	train
85	chr16	57100000	57200000	chr16_rank86_score1.739_reads484	val
86	chr16	23500000	23600000	chr16_rank87_score1.735_reads451	train
87	chr16	900000	1000000	chr16_rank88_score1.722_reads380	train
88	chr16	88300000	88400000	chr16_rank89_score1.722_reads415	train
89	chr16	14300000	14400000	chr16_rank90_score1.692_reads444	val
90	chr16	89100000	89200000	chr16_rank91_score1.664_reads360	val
91	chr16	15900000	16000000	chr16_rank92_score1.648_reads437	train
92	chr16	2600000	2700000	chr16_rank93_score1.641_reads403	train
93	chr16	67600000	67700000	chr16_rank94_score1.629_reads465	train
94	chr16	400000	500000	chr16_rank95_score1.627_reads444	train
95	chr16	70300000	70400000	chr16_rank96_score1.623_reads464	val
96	chr16	68200000	68300000	chr16_rank97_score1.610_reads431	train
97	chr16	87600000	87700000	chr16_rank98_score1.610_reads431	val
98	chr16	66500000	66600000	chr16_rank99_score1.609_reads491	train
99	chr16	30100000	30200000	chr16_rank100_score1.596_reads363	train
