row_idx	read_id	chrom	alignment_start	alignment_end	read_length	window_start	window_end	window_length	is_reverse	mapq	region_id	region_name	split	sample	sample_id	source_dataset
44	3167b5e4-a560-415a-8b64-ec3d1ca77ebe	chr16	694286	705781	11715	0	11715	11715	True	60	0	chr16_rank1_score5.069_reads370	train	merged_e5b	0	chr16_chr19
45	fb4485e1-4b2b-496a-95fd-b52df7accd1e	chr16	696044	704844	8431	0	8431	8431	False	60	0	chr16_rank1_score5.069_reads370	train	merged_e5b	0	chr16_chr19
46	737243f9-6d51-482f-91ab-c924a7acb00a	chr16	696240	714133	17995	0	17995	17995	False	60	0	chr16_rank1_score5.069_reads370	train	merged_e5b	0	chr16_chr19
47	bb1c312d-a733-43b3-a6ca-d4e6ccc6c42f	chr16	696240	714133	18030	0	18030	18030	True	60	0	chr16_rank1_score5.069_reads370	train	merged_e5b	0	chr16_chr19
48	81e94299-37d4-4f50-9c61-ff68b4e05452	chr16	696463	709755	13398	0	13398	13398	False	60	0	chr16_rank1_score5.069_reads370	train	merged_e5b	0	chr16_chr19
49	eab68072-b471-434f-b891-0e64448699c4	chr16	697103	706518	9271	0	9271	9271	False	60	0	chr16_rank1_score5.069_reads370	train	merged_e5b	0	chr16_chr19
50	9b847eb1-d17b-42d1-b5d6-d7df40398e3a	chr16	3075254	3142577	67321	0	32768	32768	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
51	9b847eb1-d17b-42d1-b5d6-d7df40398e3a	chr16	3075254	3142577	67321	16384	49152	32768	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
52	9b847eb1-d17b-42d1-b5d6-d7df40398e3a	chr16	3075254	3142577	67321	32768	65536	32768	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
53	9b847eb1-d17b-42d1-b5d6-d7df40398e3a	chr16	3075254	3142577	67321	34553	67321	32768	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
54	9b847eb1-d17b-42d1-b5d6-d7df40398e3a	chr16	3075254	3142577	67321	49152	67321	18169	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
55	9b847eb1-d17b-42d1-b5d6-d7df40398e3a	chr16	3075254	3142577	67321	65536	67321	1785	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
56	c4752ffe-e0b3-4d2a-8993-45067ddcfa43	chr16	3076176	3129011	52284	0	32768	32768	True	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
57	c4752ffe-e0b3-4d2a-8993-45067ddcfa43	chr16	3076176	3129011	52284	16384	49152	32768	True	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
58	c4752ffe-e0b3-4d2a-8993-45067ddcfa43	chr16	3076176	3129011	52284	19516	52284	32768	True	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
59	c4752ffe-e0b3-4d2a-8993-45067ddcfa43	chr16	3076176	3129011	52284	32768	52284	19516	True	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
60	c4752ffe-e0b3-4d2a-8993-45067ddcfa43	chr16	3076176	3129011	52284	49152	52284	3132	True	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
61	bce60355-9a89-47a6-83ef-618d5c8319c6	chr16	3080342	3128869	48493	0	32768	32768	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
62	bce60355-9a89-47a6-83ef-618d5c8319c6	chr16	3080342	3128869	48493	15725	48493	32768	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
63	bce60355-9a89-47a6-83ef-618d5c8319c6	chr16	3080342	3128869	48493	16384	48493	32109	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
64	bce60355-9a89-47a6-83ef-618d5c8319c6	chr16	3080342	3128869	48493	32768	48493	15725	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
65	1a3d6112-5428-460b-9beb-23e4e64bd277	chr16	3082033	3131212	46262	0	32768	32768	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
66	1a3d6112-5428-460b-9beb-23e4e64bd277	chr16	3082033	3131212	46262	13494	46262	32768	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
67	1a3d6112-5428-460b-9beb-23e4e64bd277	chr16	3082033	3131212	46262	16384	46262	29878	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
68	1a3d6112-5428-460b-9beb-23e4e64bd277	chr16	3082033	3131212	46262	32768	46262	13494	False	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
69	d872b704-c4ac-4f56-aa88-b0393745a90b	chr16	3086438	3121807	35289	0	32768	32768	True	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
70	d872b704-c4ac-4f56-aa88-b0393745a90b	chr16	3086438	3121807	35289	2521	35289	32768	True	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
71	d872b704-c4ac-4f56-aa88-b0393745a90b	chr16	3086438	3121807	35289	16384	35289	18905	True	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
72	d872b704-c4ac-4f56-aa88-b0393745a90b	chr16	3086438	3121807	35289	32768	35289	2521	True	60	1	chr16_rank2_score4.990_reads483	train	merged_e5b	0	chr16_chr19
73	26f516de-a382-49a9-9d3b-39728faac910	chr16	583835	625395	39944	0	32768	32768	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
74	26f516de-a382-49a9-9d3b-39728faac910	chr16	583835	625395	39944	7176	39944	32768	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
75	26f516de-a382-49a9-9d3b-39728faac910	chr16	583835	625395	39944	16384	39944	23560	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
76	26f516de-a382-49a9-9d3b-39728faac910	chr16	583835	625395	39944	32768	39944	7176	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
77	a43d1d6c-9d0b-46d2-944b-16a654c25d2d	chr16	584600	626200	41821	0	32768	32768	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
78	a43d1d6c-9d0b-46d2-944b-16a654c25d2d	chr16	584600	626200	41821	9053	41821	32768	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
79	a43d1d6c-9d0b-46d2-944b-16a654c25d2d	chr16	584600	626200	41821	16384	41821	25437	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
80	a43d1d6c-9d0b-46d2-944b-16a654c25d2d	chr16	584600	626200	41821	32768	41821	9053	False	60	2	chr16_rank3_score4.722_reads400	train	merged_e5b	0	chr16_chr19
81	11dd7727-3e2d-481b-81ef-1d294e4d334e	chr16	2080413	2120462	42500	0	32768	32768	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
82	11dd7727-3e2d-481b-81ef-1d294e4d334e	chr16	2080413	2120462	42500	9732	42500	32768	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
83	11dd7727-3e2d-481b-81ef-1d294e4d334e	chr16	2080413	2120462	42500	16384	42500	26116	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
84	11dd7727-3e2d-481b-81ef-1d294e4d334e	chr16	2080413	2120462	42500	32768	42500	9732	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
85	7fe11ea5-91c7-47a1-a956-f3abeb5745e0	chr16	2086099	2131730	47806	0	32768	32768	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
86	7fe11ea5-91c7-47a1-a956-f3abeb5745e0	chr16	2086099	2131730	47806	15038	47806	32768	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
87	7fe11ea5-91c7-47a1-a956-f3abeb5745e0	chr16	2086099	2131730	47806	16384	47806	31422	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
88	7fe11ea5-91c7-47a1-a956-f3abeb5745e0	chr16	2086099	2131730	47806	32768	47806	15038	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
89	e59bc994-9ab6-4d2d-988f-235d4397ae62	chr16	2089483	2111605	23885	0	23885	23885	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
90	ff4f2587-fad9-40b0-a97a-78c69818db7a	chr16	2094727	2114152	20989	0	20989	20989	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
91	066211c7-798a-4b89-a04d-a29ef61a70f7	chr16	2095512	2105061	10172	0	10172	10172	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
92	ad242295-f51a-47c3-a241-e24ff78d321f	chr16	2095512	2105061	10032	0	10032	10032	True	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
93	b67b8e51-4fb7-48e7-8a4a-982c676f6144	chr16	2095532	2105059	9749	0	9749	9749	False	60	3	chr16_rank4_score4.433_reads447	train	merged_e5b	0	chr16_chr19
94	ab451194-c565-4c5f-acce-a980381ff810	chr16	4266840	4330354	63281	0	32768	32768	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
95	ab451194-c565-4c5f-acce-a980381ff810	chr16	4266840	4330354	63281	16384	49152	32768	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
96	ab451194-c565-4c5f-acce-a980381ff810	chr16	4266840	4330354	63281	30513	63281	32768	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
97	ab451194-c565-4c5f-acce-a980381ff810	chr16	4266840	4330354	63281	32768	63281	30513	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
98	ab451194-c565-4c5f-acce-a980381ff810	chr16	4266840	4330354	63281	49152	63281	14129	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
99	5190cc30-0df1-4488-86f7-eed9f84762cb	chr16	4267339	4309101	40928	0	32768	32768	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
100	5190cc30-0df1-4488-86f7-eed9f84762cb	chr16	4267339	4309101	40928	8160	40928	32768	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
101	5190cc30-0df1-4488-86f7-eed9f84762cb	chr16	4267339	4309101	40928	16384	40928	24544	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
102	5190cc30-0df1-4488-86f7-eed9f84762cb	chr16	4267339	4309101	40928	32768	40928	8160	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
103	89867c28-56a5-451f-b449-03888f8d1dd0	chr16	4279842	4306414	28409	0	28409	28409	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
104	64e58604-e7a2-4364-a689-ef65e278ff4b	chr16	4280056	4319309	39077	0	32768	32768	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
105	64e58604-e7a2-4364-a689-ef65e278ff4b	chr16	4280056	4319309	39077	6309	39077	32768	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
106	64e58604-e7a2-4364-a689-ef65e278ff4b	chr16	4280056	4319309	39077	16384	39077	22693	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
107	64e58604-e7a2-4364-a689-ef65e278ff4b	chr16	4280056	4319309	39077	32768	39077	6309	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
108	8fdc9d8b-0755-44f7-b58e-91372fad0895	chr16	4281315	4316528	34392	0	32768	32768	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
109	8fdc9d8b-0755-44f7-b58e-91372fad0895	chr16	4281315	4316528	34392	1624	34392	32768	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
110	8fdc9d8b-0755-44f7-b58e-91372fad0895	chr16	4281315	4316528	34392	16384	34392	18008	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
111	8fdc9d8b-0755-44f7-b58e-91372fad0895	chr16	4281315	4316528	34392	32768	34392	1624	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
112	c48fcad6-d75e-42e2-8305-425fe18369eb	chr16	4281780	4314698	32699	0	32699	32699	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
113	0f3deed3-228a-48eb-9e3f-407f979b0ab0	chr16	4281956	4308563	25943	0	25943	25943	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
114	447cf477-c441-4c8b-b641-40b30a3cbb08	chr16	4282122	4302473	20287	0	20287	20287	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
115	27d1fb91-4f54-44c0-b956-e2be8e7b600d	chr16	4282280	4315405	32986	0	32768	32768	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
116	27d1fb91-4f54-44c0-b956-e2be8e7b600d	chr16	4282280	4315405	32986	218	32986	32768	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
117	27d1fb91-4f54-44c0-b956-e2be8e7b600d	chr16	4282280	4315405	32986	16384	32986	16602	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
118	27d1fb91-4f54-44c0-b956-e2be8e7b600d	chr16	4282280	4315405	32986	32768	32986	218	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
119	f1f1bb58-c929-42db-bc48-f532d194f3b2	chr16	4284971	4309050	24046	0	24046	24046	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
120	1e23cc7f-8c4a-45b5-982f-ac06d2175a68	chr16	4286219	4310935	24561	0	24561	24561	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
121	5dfeb6b6-3da9-45cf-96ea-7a1bbc8d1448	chr16	4286510	4305293	18785	0	18785	18785	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
122	394c3b73-9b5b-4946-a888-47934c43f03f	chr16	4287722	4305691	17926	0	17926	17926	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
123	8105b49b-4cea-4bd2-9370-36f647449402	chr16	4287818	4302593	14742	0	14742	14742	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
124	e1b71d67-e278-44e5-b011-e5f18660d212	chr16	4287951	4310243	36279	0	32768	32768	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
125	e1b71d67-e278-44e5-b011-e5f18660d212	chr16	4287951	4310243	36279	3511	36279	32768	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
126	e1b71d67-e278-44e5-b011-e5f18660d212	chr16	4287951	4310243	36279	16384	36279	19895	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
127	e1b71d67-e278-44e5-b011-e5f18660d212	chr16	4287951	4310243	36279	32768	36279	3511	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
128	edb9bd00-d080-4232-bedc-fd4850ade82a	chr16	4288970	4302284	13290	0	13290	13290	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
129	9bb1245f-4158-48bb-8966-3c712cb9f6f8	chr16	4290112	4303964	13878	0	13878	13878	True	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
130	b91e7b97-63e9-499f-8ddb-f2dd533bd335	chr16	4290227	4300219	9960	0	9960	9960	False	60	34	chr16_rank35_score2.576_reads501	train	merged_e5b	0	chr16_chr19
131	94b147cd-e629-4b4f-9ca9-1f15c03260e4	chr16	2857482	2928644	76632	0	32768	32768	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
132	94b147cd-e629-4b4f-9ca9-1f15c03260e4	chr16	2857482	2928644	76632	16384	49152	32768	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
133	94b147cd-e629-4b4f-9ca9-1f15c03260e4	chr16	2857482	2928644	76632	32768	65536	32768	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
134	94b147cd-e629-4b4f-9ca9-1f15c03260e4	chr16	2857482	2928644	76632	43864	76632	32768	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
135	94b147cd-e629-4b4f-9ca9-1f15c03260e4	chr16	2857482	2928644	76632	49152	76632	27480	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
136	94b147cd-e629-4b4f-9ca9-1f15c03260e4	chr16	2857482	2928644	76632	65536	76632	11096	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
137	2c89bc4f-a8ac-4dba-84c7-cae06b9497d3	chr16	2863258	2907165	44060	0	32768	32768	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
138	2c89bc4f-a8ac-4dba-84c7-cae06b9497d3	chr16	2863258	2907165	44060	11292	44060	32768	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
139	2c89bc4f-a8ac-4dba-84c7-cae06b9497d3	chr16	2863258	2907165	44060	16384	44060	27676	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
140	2c89bc4f-a8ac-4dba-84c7-cae06b9497d3	chr16	2863258	2907165	44060	32768	44060	11292	False	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
141	e6ae73cc-b54d-4ca3-b1c1-a27eaf767478	chr16	2863918	2901677	37498	0	32768	32768	True	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
142	e6ae73cc-b54d-4ca3-b1c1-a27eaf767478	chr16	2863918	2901677	37498	4730	37498	32768	True	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
143	e6ae73cc-b54d-4ca3-b1c1-a27eaf767478	chr16	2863918	2901677	37498	16384	37498	21114	True	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
144	e6ae73cc-b54d-4ca3-b1c1-a27eaf767478	chr16	2863918	2901677	37498	32768	37498	4730	True	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
145	a9f00de2-cb58-4ce2-836f-a0697462c70c	chr16	2865911	2900707	34755	0	32768	32768	True	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
146	a9f00de2-cb58-4ce2-836f-a0697462c70c	chr16	2865911	2900707	34755	1987	34755	32768	True	60	40	chr16_rank41_score2.438_reads508	train	merged_e5b	0	chr16_chr19
