row_idx	read_id	chrom	alignment_start	alignment_end	read_length	is_reverse	mapq
46	41c4b46e-fc2b-472e-9e1b-7c402bae3ae6	chr16	21703	22109	428	True	60
47	81e21516-7be4-4dd7-bbd6-0ab64bf4342e	chr16	22337	22852	525	True	34
48	b76b2119-cb3f-4b33-854f-6224682196cb	chr16	22557	24613	2034	False	53
49	a10c1e2e-b1ae-4de9-991a-1e5c12cb4014	chr16	23186	24194	983	True	59
50	e9b8c560-2d08-47eb-8066-fb1296b62d02	chr16	23674	52459	29363	True	60
51	1a59735d-faef-4cc5-bac1-d30cfb59e1d0	chr16	23935	24838	940	True	60
52	f9fa3385-55dd-4381-9ebb-060366e7242d	chr16	24342	25331	992	True	60
53	10acfc06-5f6f-4435-af6a-57b6f005b9a2	chr16	25381	31408	6676	False	29
54	0ede3ff4-cb58-4ac6-bdf8-70bf45c0b941	chr16	26061	27960	1879	False	30
55	d0cb86e5-f78a-47c9-add4-53043472f3b2	chr16	27456	46258	21131	False	60
56	3f0a9245-beca-447e-8b37-a9a9b7bf1c19	chr16	27456	37157	10042	True	60
57	0a5e041b-410a-4f56-b9a6-e8eded5bd7e3	chr16	27520	50386	23426	False	60
58	acda4b6a-f328-4a5a-8d47-8ee0b5c72b0b	chr16	27659	42856	15867	False	60
59	6d9875e8-6a3e-4475-acf1-3ebc05dc4841	chr16	27776	51827	32260	True	60
60	3eb62f8d-a86c-4df1-87d8-0f59635654a3	chr16	27790	40994	20997	False	60
61	8a5b8be5-caf5-4cff-bf1a-8afd6d9fc374	chr16	28036	28311	262	True	29
62	1e6527db-9a1e-46af-aec5-f02776d7e3df	chr16	28085	34207	6776	True	60
63	9307c9ef-b834-4bbf-b1d9-f6f4717bdf1d	chr16	28481	53779	25783	True	60
64	d8b00d78-52fb-4dc2-978f-241e64fbf851	chr16	28749	36582	8445	False	60
65	ed8e9904-fe3d-45c9-bd0f-9f1f4b44fb4d	chr16	28753	38696	10796	True	60
66	5883f40b-709a-4b9a-9959-ab67d87d9127	chr16	28753	40007	11117	True	60
67	ca81d70a-311c-43b4-b5ff-d30585750b9e	chr16	28972	48062	19721	True	60
68	01256b3c-7a4c-40e2-8e40-80c817065df9	chr16	29783	30076	293	False	53
69	dbfc78d1-c6bb-46fc-97f4-312060f9c3fd	chr16	29887	30008	121	True	48
70	7481a3a6-717f-4dad-aa15-070cf3a7e105	chr16	30296	41713	11927	False	60
71	1ebc1cca-b329-4cfa-bbef-f9e41041b9b6	chr16	30878	40926	10034	False	60
72	21fffc37-a001-43bf-9b08-ae0f705676e1	chr16	31132	32757	1637	True	60
73	dc9fcae2-bdb8-44a1-8ca2-c4718d6f16a4	chr16	31265	33672	2325	True	52
74	a61e93a5-527d-417e-ad72-b36f2e565ba5	chr16	31670	43876	11982	False	60
75	9f83abd4-0154-4cf7-b3fb-af6fb4905412	chr16	31742	56368	24540	True	60
76	817e57ec-6b2c-42eb-a1ad-95edb3828345	chr16	31998	37749	5759	True	60
77	5f7f4377-9155-402a-bc10-6cdbac50fe2c	chr16	32112	39596	7357	True	60
78	9b5859ec-b18e-411f-94bf-33bde2b83b82	chr16	32566	39369	6784	False	60
79	453e0548-f47f-4d94-b667-f25dda61d605	chr16	33267	47234	13937	False	60
80	a4ec01bb-a6b9-4330-8291-cf46506a5ad6	chr16	33726	43904	10187	True	60
81	21266be1-bf66-4337-9df5-dd1c7ed74aeb	chr16	33738	37155	3243	True	60
82	8fdab700-854d-473a-9b86-390d3404ab94	chr16	33747	34072	331	True	60
83	e64705e8-0a2b-4980-9245-5ad05d85103d	chr16	34123	34460	318	True	25
84	d7aafc57-6dc6-43b7-93a4-beed80abe61e	chr16	34693	35071	367	True	25
85	4bdfe29f-70d6-4568-93c0-88e798ca80d4	chr16	34966	41726	6741	False	60
86	673f71c5-01e7-43fb-9736-17013b5b42ef	chr16	35314	48023	20626	False	60
87	4fe0aef1-174f-4d60-b79f-3f7e846db2f8	chr16	36419	36577	172	True	38
88	0fc39701-9eed-4ddd-85be-b2b4d56bf559	chr16	36691	40897	4223	True	60
89	5efd65d5-7aa5-4020-8a61-01de2f6cf8cc	chr16	36763	36931	168	True	41
90	9cf1f9fd-ab37-4786-817a-7927d817b197	chr16	36937	37339	400	True	60
91	b5d42ff9-233c-427f-8fbd-a47c98a50a48	chr16	37151	42521	5372	False	60
92	28d76bb8-59ed-4308-821c-0ce83b02240d	chr16	37243	44016	6785	False	60
93	78b11011-f153-416e-b267-d47c114341ad	chr16	37854	48545	10526	True	60
94	c2c45266-df70-461f-af6b-d3a5a322af5e	chr16	38375	41426	3090	True	60
95	78f1ebad-20be-4ff9-97d7-893f34d2fd3a	chr16	38705	52540	13822	True	60
96	efe68824-e32b-430d-8f42-e355f1dde668	chr16	38908	45884	6826	True	60
97	de8fd45e-a482-4358-92c2-a7e0905b3897	chr16	39049	39180	132	True	60
98	4179c47d-3c5d-4ce1-96ea-481b2f32b918	chr16	39309	39471	161	True	60
99	0d62e2a8-5822-48ce-aab6-a25e9d524b65	chr16	39519	47536	8011	True	60
100	8da982e9-e252-4199-b5ba-0631034bd81d	chr16	39526	42779	3271	False	60
101	a82fda27-8943-4361-8d6d-606ff7afe95c	chr16	39526	42782	3263	True	60
102	d6f16f43-5567-4540-88d8-f2c62018069b	chr16	39635	47113	7341	False	60
103	9e19ad2f-bf1d-41ed-af05-8a85414164ea	chr16	39642	47816	8175	True	60
104	8e457bcd-8a9e-4b3e-92cc-0845525b24d1	chr16	39665	39817	156	True	60
105	6819ea6a-a327-45dd-ac42-d618de9747b2	chr16	39831	46117	6278	True	60
106	949fc62b-d541-4978-9ee8-9b018112fc01	chr16	40110	48783	8430	True	60
107	1ce0663b-85ed-4af1-a2f1-37e2462e0fcb	chr16	40566	46986	6466	False	60
108	195b773f-764e-4408-b149-6d2207a5c4e3	chr16	40566	47631	7059	False	60
109	7b028cf5-6378-4ea9-8c2a-aee471df295c	chr16	40566	46986	6464	True	60
110	6ce7eb1b-9abf-4f47-a4a0-1ee4a66953b3	chr16	40796	51379	10565	False	60
111	58c8a4cd-c051-40c1-bd07-5ec83271f2de	chr16	40836	64379	23444	True	60
112	0a65a983-1266-4806-9391-06a8b19843ba	chr16	40884	41117	247	True	27
113	41803c8f-1ad3-4b98-a756-01eaa50942a0	chr16	40937	61598	20643	False	60
114	6bfb2d6f-937a-42f7-992c-d0bfe8c93196	chr16	41355	41494	141	True	60
115	d411f595-3f5f-48fd-8d0e-da817fe80525	chr16	41672	46196	4493	True	60
116	0cef5bf7-4c5e-46d3-aab4-c4b1ec82687f	chr16	41805	42289	474	True	60
117	a003f282-6932-4abf-8ddb-a74007467ae9	chr16	42423	73884	31409	False	60
118	e3e185a6-5c1e-459c-a147-3645f5b47863	chr16	42811	43319	506	True	60
119	a1fc4ba2-7b8e-4570-98c9-7e0ebdc87a2e	chr16	43383	53887	10033	True	60
120	aca578aa-629a-4bad-93c2-08b7e534c4b7	chr16	43771	72975	29021	False	60
121	cca65fc0-80a3-4b4a-926f-e0fc5388b13f	chr16	43894	44268	386	True	20
122	992ce75b-4cc9-49ba-ae82-956f9e6589fd	chr16	44291	75378	30839	False	60
123	0d9cd785-82d9-47c8-9183-3995cbc2b51e	chr16	44328	75378	30631	True	60
124	ba12e916-25cb-445b-9de4-08f9b892a227	chr16	44589	46948	2414	False	60
125	de37ccb1-22d2-4353-afbd-d2f6557243f9	chr16	44762	45057	302	True	43
126	99765ef7-0021-4cf7-aa8c-f6577282d5da	chr16	44878	46949	2085	True	60
127	1e9dea59-4ff6-4b2a-9916-1714325f188d	chr16	45223	45556	316	True	60
128	e1d39b1a-6ab0-4ff0-9cd9-18d85f49daeb	chr16	45390	50201	4791	False	60
129	475668e1-a15d-44c7-bc0a-301912c31835	chr16	45864	46084	221	True	60
130	cb2e0876-71ce-44f9-8fb6-0f1d5df09b7c	chr16	45893	51816	5919	False	60
131	023754cc-05b6-466b-9691-be0a5631dab0	chr16	45893	51823	5939	True	60
132	a2af7d88-47e2-4a97-871d-ad0bcd9ddad6	chr16	46382	47249	849	True	59
133	76e3b6aa-7259-421c-b8d2-a9a96fd0312c	chr16	46688	55964	9091	True	43
134	83293327-90f1-4445-af55-fd53e80f5194	chr16	48931	49388	457	True	22
135	406245a0-0f72-4e46-bed4-e4512462f638	chr16	49126	66322	16743	False	60
136	e43bf797-cd10-4797-87e1-99f39a8016bb	chr16	49267	59133	9814	False	60
137	3ce10c6d-95be-40b0-bd6b-33b0eb86173b	chr16	49396	49786	396	True	45
138	f446b0b7-09af-4868-a5a1-1b9b96aa22f6	chr16	50313	54031	3587	True	60
139	3475b36f-84bb-4807-9b38-8b929d05cfca	chr16	50340	51109	772	True	60
140	8185d218-f62d-41b4-a98e-f44d6c07de11	chr16	50402	59578	8533	True	20
141	63a75bf8-0a54-428a-8d74-553784346d65	chr16	50435	59256	8777	False	60
142	d3a3f673-a4d4-42d2-b75b-1a137c7a0405	chr16	50636	52646	1995	True	60
143	f8de23c0-942f-447b-8d9b-893398499899	chr16	50692	51039	349	True	60
144	8ffbb372-68da-4b07-844e-ea16559dcd44	chr16	50909	53229	2319	True	60
145	f10e730e-6385-4e51-8786-56acbcd6462c	chr16	51204	63800	12552	True	60
146	bd57e1c6-e3a7-41e8-9c01-80145a0ed205	chr16	51206	51563	354	True	23
147	db032a64-ad2a-4feb-ae1d-ec9ed3d9c1ec	chr16	51227	79903	28516	True	60
148	e39e5887-8931-49da-a88e-60bf4cd74109	chr16	51404	55580	4143	True	60
149	b129a687-8cf4-4459-af6b-aa87cc6a37dc	chr16	51806	60603	8759	False	60
150	de7d443c-6bb7-41fb-98e1-4dd9a4231e7c	chr16	51975	66038	13930	False	60
151	b06ff11c-6066-4f7e-a57d-b78c072b9509	chr16	52726	53502	801	True	60
152	a2a8ff89-aba0-411a-95c5-bc9a7593cf68	chr16	53698	73342	19442	True	60
153	4fa5d86d-b51c-402e-854d-d597e11f7850	chr16	53776	62433	8693	False	60
154	cd724c9f-794a-40ff-b98a-f753b06eeb58	chr16	53788	54404	596	True	44
155	095409f0-83ea-40c5-99b6-108060536fe9	chr16	53888	66953	12951	False	60
156	8f716593-2aae-4cab-8931-2e0c2b4a3e51	chr16	54121	61052	6804	False	60
157	c1a0e96c-f747-4bc9-a057-ed7c1bd55e69	chr16	54126	61055	6848	True	60
158	810b6e86-6958-4a94-aaac-08638acd46e3	chr16	54273	55573	1303	False	60
159	2da42231-f3e0-4127-8872-2b4cdf4167b7	chr16	54281	54901	609	True	25
160	328b9db4-2a73-4eef-8b5c-0524f3883b58	chr16	54416	63750	9294	True	60
161	780ed455-259f-4869-afa2-69690921c8d0	chr16	54803	62886	8082	True	60
162	f4afddf3-8544-4932-b91b-aba4758f6151	chr16	54850	67304	12383	False	60
163	2c6f3993-40bd-49d3-8876-b81b4039567a	chr16	55088	55868	780	True	60
164	6fe24c2c-2b86-452d-9376-d89f8c1cd80d	chr16	55587	68657	12972	True	60
165	6de770a9-f1cd-47b6-95a8-322fbd915e2b	chr16	55754	55885	236	True	35
166	4471ab6d-4692-4f42-9622-0b71e3bceeb4	chr16	55897	56046	172	True	45
167	08fb77c9-3988-4548-9d82-f5c872b3fdc3	chr16	56204	62904	6712	False	60
168	004efc94-9528-42d8-9965-daad0cb4ed90	chr16	56528	56927	387	True	60
169	e4cd455f-017a-4178-99ea-be7c540e215b	chr16	56798	71088	14267	True	60
170	c1823038-4cf4-49c2-a0b1-3fee4bd7a7b6	chr16	56892	65336	8348	True	60
171	ac4d5d0b-dedd-4a1d-87c5-c1c9ed08f4ea	chr16	56952	57258	313	True	60
172	b67421e9-687a-4c48-b98d-95404edecd71	chr16	57020	70584	13426	False	60
173	a8d048f9-3d7e-4a1c-ace3-8342c5fa1af8	chr16	57065	83996	26879	False	60
174	3fcb2909-348b-4788-8b08-5d185ccdc069	chr16	57102	65420	8291	False	60
175	3052e9c2-f0e1-4376-8539-d6c05c52aed5	chr16	57102	65398	8305	True	60
176	c23f9e67-aed1-4fbe-a1f6-83f8cd16a6ff	chr16	57264	57485	225	True	60
177	2b105b99-97c0-483d-a3f0-2be42d7a5f1d	chr16	57592	58266	666	True	60
178	e96bf9c1-2591-477f-a0bf-39b08402efed	chr16	57674	65715	8040	False	60
179	f08a1010-52af-42f2-aa3c-d027dbcaa8f3	chr16	58029	58839	812	True	60
180	50791666-29c9-4192-b6a2-4dcbb1d02284	chr16	58449	58629	184	True	39
181	fd342bb6-c007-4e90-b23d-0f7b57993b07	chr16	58648	58836	186	True	33
182	47b9076c-f541-41f1-a5a7-a0ed12a3ab00	chr16	58952	59180	229	True	60
183	6e23028d-1694-434a-b4f4-62c4b6f8382e	chr16	58956	59180	226	True	60
184	a1e11250-f94f-4213-9621-2fcd4e84adac	chr16	59332	60089	717	True	60
185	688caf63-a9d5-43aa-a451-72e7c4cf2bdd	chr16	59373	59515	152	True	60
186	bacca19f-3092-4072-b022-544197e1f202	chr16	59764	59895	174	True	60
187	5a645d0e-3f02-47ee-818c-1ab11589c23e	chr16	60073	75825	15738	True	60
188	eee5c533-25fc-4d6e-86be-6806b30406a4	chr16	60173	60522	338	True	60
189	8f69fe50-7c9c-439c-9328-9d91b31b927a	chr16	60240	81679	20985	True	60
190	77e9e8dd-0b28-41c4-8386-602e768ef097	chr16	60531	60646	127	True	60
191	ae4b3255-bbf0-464f-8468-2a9dab3d56cd	chr16	60771	67809	6980	False	60
192	4b4ff2f7-9f49-4b21-9011-5fea1c5ac7aa	chr16	60785	61315	540	True	60
193	96354cd6-e647-42ba-bdfb-640e08df1633	chr16	60801	61333	551	True	57
194	14465165-d2ff-4d0b-ae2a-f2ab3077b691	chr16	61249	74024	12382	True	60
195	ffd9965e-43c9-4b43-9e44-469f76d5d0ed	chr16	61280	74023	12481	False	60
196	1ffae2db-670c-4799-aeef-2db28868395a	chr16	61341	62024	680	True	60
197	77880b1d-8728-47ce-a3b1-a7720dbeae4d	chr16	61349	61703	396	True	44
198	6721d565-b241-48ba-8871-81183b331cea	chr16	61825	64760	2894	True	60
199	469117c7-5e71-461e-8a7c-64b34d9a486d	chr16	61975	62065	92	True	23
200	d53668a8-7c3e-4d44-a3d2-b067ee3ce300	chr16	62255	72527	10235	False	60
201	a18ed66c-37bb-4033-af74-eff060f2c97d	chr16	62534	62751	279	True	60
202	b8862c32-1384-4041-a025-1083b3cb0d24	chr16	63549	67039	3525	True	60
203	8abd0018-2410-4dd7-a1e6-5870bd52afcf	chr16	63625	63831	218	True	38
204	a332244b-8e74-45eb-b124-40f08767fc20	chr16	63973	64207	239	True	60
205	2e1de656-beef-40d4-b379-f45bc638ef1d	chr16	64012	84320	20791	True	60
206	6e7a06a1-6478-42f6-a6c4-2dee497b3879	chr16	64165	70520	6325	False	60
207	17fc7b95-1d1d-4b79-be62-0f05281df1f7	chr16	64643	65080	431	True	60
208	da1f2bcb-34f9-4cf8-b210-6e48bff5e85b	chr16	64679	78365	13333	True	60
209	aebba696-950a-458c-a218-6b24c67ba1c4	chr16	64963	70115	5127	False	60
210	ffd330fe-8a7c-463e-b07b-968c5ff0ecf6	chr16	65188	69756	4587	True	60
211	2fb59b2d-5124-4287-a6d0-ab3411aafb29	chr16	65255	65465	257	True	38
212	360e9039-d38e-437a-8bf6-633dd55d6fd5	chr16	65760	71614	5853	True	60
213	98414d2e-e3c5-45ed-a6ee-57cb5d50a9c8	chr16	65945	77934	11987	False	60
214	ed464abd-2566-41eb-99b3-e5eaafd48e1d	chr16	65980	66112	168	False	60
215	d579bbce-c62b-4d99-9c0c-9236a30603a9	chr16	66085	75143	9067	False	60
216	2e402210-5d53-402c-95f5-a3e378a75ee4	chr16	66131	69866	3725	True	60
217	81a48837-399f-48eb-865c-3a79830520db	chr16	66299	73168	6887	True	60
218	5375e003-f5e7-4718-a3e9-16313d658197	chr16	66502	73242	6763	True	60
219	346464dd-f815-4745-a442-ec8d27280827	chr16	66503	70454	3936	True	60
220	8a67b73d-16e4-452b-8fe9-f413709af3da	chr16	68129	85359	17675	True	60
221	995d52e0-f74a-431b-b9f1-d08041162015	chr16	68391	75616	7200	True	60
222	93edf862-2840-4b9f-9943-8960836cc447	chr16	68442	89363	20924	False	60
223	da604d41-0e52-4079-9822-65ff20adb53a	chr16	68603	92573	24000	False	60
224	dd82e8ff-6b23-43e4-9e39-5ff63a78aa11	chr16	68622	78468	9749	False	60
225	5ca31b3a-b1c8-48ff-bd6c-81be3946bef0	chr16	68628	82898	14815	False	60
226	caddb706-e23e-444a-aa3d-2aaf57d0aea1	chr16	68632	72529	3686	False	60
227	e879ea21-4571-4e64-a9d8-baa7a960b71f	chr16	68860	87461	19229	True	60
228	a5346ce1-918a-46dd-8264-6a6ec5bb277d	chr16	69327	76708	7089	False	60
229	49bbc11b-b4f1-4297-b2e9-ef82a3648e73	chr16	69359	96006	27214	True	60
230	3ff04c64-b78b-4bef-9949-fa23a82d9a21	chr16	69486	74199	4912	True	60
231	fe398a11-6ed9-4c8b-9be0-d23d6f123789	chr16	69791	74932	5180	True	60
232	4ae1ff54-1573-492c-b136-cebe8e4015c7	chr16	69859	97267	26961	False	60
233	c4b131ad-6259-4973-96a4-011573f0d01f	chr16	69868	75008	5127	True	60
234	c5efd083-9e59-435e-bc84-945d8d5b6f56	chr16	69930	81322	10635	True	60
235	9add09d5-cc29-469e-b178-8ed759bd51b1	chr16	70185	80313	10165	True	60
236	0e239cff-4113-4da1-8d53-5e661d8e352c	chr16	70480	73125	2587	True	60
237	a9573b5b-edab-45b2-9c51-aa52153a38ba	chr16	70500	100450	30421	False	60
238	2d4586f4-e8b0-4f74-b1b8-c3e20a753a20	chr16	70663	74290	3612	False	60
239	e9c8107b-bb65-4030-9d65-bf5b67185eb7	chr16	71007	83566	12635	True	60
240	fcf50582-102c-4ebe-958d-28ba4513f1fd	chr16	71114	87851	17337	True	60
241	7885a2d3-fddc-4588-973c-e6040f95653a	chr16	71820	91376	19953	True	60
242	32cd429e-a3db-4961-a462-fa24d33c8faa	chr16	71845	81676	9852	False	60
243	b75fc2c0-c5d6-4b76-8868-81daafc56a7a	chr16	72594	75503	2614	False	58
244	65c1966c-8cf3-405a-9060-2b87c1e6c660	chr16	73266	77430	4188	True	60
245	9ea04a31-08c2-4b88-855a-7d9fe2f39c7a	chr16	73753	83455	9747	False	60
246	9bb5a454-74f0-4d5b-9eda-240db23295ba	chr16	73851	90429	17152	True	60
247	b05b2855-332f-42f4-9aa9-d4aedc0e014d	chr16	74095	81807	7617	True	60
248	2ff800a8-f960-4747-9f74-a27ab98dbcf5	chr16	74339	78075	3627	False	60
249	3b393bcc-235a-42aa-8c8d-13b0aa9d8514	chr16	74645	102261	28161	False	60
250	3e365fbf-3846-46c2-a8f1-8d551382e67f	chr16	74962	87815	12915	False	60
251	06c8ddeb-b846-46ab-bef0-f1e323f3c61e	chr16	75465	91429	16002	True	60
252	073e64fe-4fe4-416a-a77d-b6216608c20b	chr16	75897	76499	602	True	60
253	d1288ced-e58a-4f42-b390-6f7a3f09beeb	chr16	75912	80550	4454	False	60
254	a258b8c2-98da-4045-940d-41b53bae39b0	chr16	77242	92807	15576	True	60
255	3131c1b0-e58b-4c4a-b216-596641f6281e	chr16	77535	88791	19519	True	60
256	f44fbffc-86fb-4302-9f75-2890a64c3315	chr16	77609	91699	14721	False	60
257	36fe18d0-f242-4786-a733-15fa211bfd90	chr16	77633	79471	1839	True	60
258	6e09e1fa-f205-4d48-801d-1c5324d66a82	chr16	77796	82950	5779	True	60
259	45582698-10a9-4ffd-8d1b-4418b2027cc8	chr16	78037	82496	4553	False	60
260	bd462947-2357-481d-8443-1dd3308029fc	chr16	78038	100425	22352	False	60
261	9c3256af-7d2a-4725-820f-a7844faca342	chr16	78645	92221	13568	True	60
262	9900c8c2-925f-44d4-9206-12ea544c1b34	chr16	78967	88798	12106	False	60
263	8b36e050-5dfb-482f-a82f-544e8e9a2c19	chr16	79445	90415	10604	True	60
264	287a7c73-2d7c-4c54-b357-b3566dd433b4	chr16	79712	84213	5126	False	60
265	013e2ada-519d-4ff6-b21f-d6e5c580c3f5	chr16	79927	92357	13055	False	60
266	3536f1fe-7469-42ea-9732-f675de2f10ac	chr16	80115	88047	16323	False	60
267	a09a5586-66c5-4707-82f0-cf7976c5392c	chr16	80157	81031	1000	True	60
268	d620d3fa-a1d5-415e-b961-862ba8f238e5	chr16	80286	81572	1327	False	60
269	5eb57522-9f7c-48ff-bd8a-bf053a7c2baa	chr16	80321	98873	19180	False	60
270	8836e74f-d33a-4ea9-8b6e-3800659ae1ec	chr16	80590	102703	22706	True	60
271	91c6c1b6-baa4-4414-b0f6-e36eaa11eb7b	chr16	80614	85858	5848	False	60
272	fa297173-2f9a-43e9-b720-178d7ff2a6b1	chr16	81194	81321	158	True	47
273	853f486f-c1dd-4e91-88bf-34932f0ee965	chr16	81576	86245	5225	True	60
274	e16de6c8-37ec-44d8-9e04-5c783d7dd422	chr16	81634	86250	4924	True	60
275	d52b1f3f-eadc-4489-a4af-9a65573ceb98	chr16	82010	92279	10372	False	60
276	f51a0b69-f666-4d1e-b5d4-f68d4e4d81ec	chr16	82029	99040	16338	False	60
277	09be6d62-0e46-4d9f-ae95-abd7eaf4ca5f	chr16	82074	89449	7396	False	60
278	5f2cdf98-186d-465d-8984-bea0cd532d92	chr16	82308	83181	1473	True	60
279	1b7ed17b-8309-4d39-8254-55825906ef0d	chr16	82522	95395	12872	False	60
280	f9ce7317-3d2e-440f-98a2-2cf82483e2b2	chr16	82607	112597	29743	False	60
281	6c413b08-07f5-4a93-90c1-743a554d51f6	chr16	82934	110793	27526	False	60
282	239fc2ee-d84e-4b2f-aef3-af44914425f3	chr16	82969	90345	7403	False	60
283	7dc7ce11-e8c4-4484-b43f-f225539d817b	chr16	83223	85886	2571	False	38
284	f99c0ba3-ee24-4dbf-a0b7-7e68d9c6ddc1	chr16	83440	88008	4584	True	60
285	24c716f8-e98b-49a8-a066-a6fb1eb26357	chr16	84281	99262	14515	True	60
286	7b32e934-d192-4a3f-a5b0-be7963e9200d	chr16	84307	91823	7508	False	60
287	f966f746-5fb1-4d38-96f0-c3263c5a4bfe	chr16	85362	99249	13351	True	60
288	261e7d3e-a9f6-42e7-a638-0fe84c208cf3	chr16	85725	101122	15401	False	60
289	90290c8b-6a85-4501-b874-2d5ada82baf9	chr16	85760	92500	6699	False	60
290	c7ec5f48-bf1c-4d9f-a373-c2807d4fb06d	chr16	86944	87768	863	False	60
291	2103a869-3cb5-44de-adab-053e7a90fef3	chr16	87107	111972	24837	False	60
292	473dac1b-0d14-44a5-b98d-5bcaeaa3c5ab	chr16	87294	106104	18780	False	60
293	ce9119a2-6984-4709-bcbf-80283f02b8c4	chr16	87562	94966	7391	True	60
294	b4d41e1f-4b0e-498e-81c3-b5c2b4fc57b2	chr16	87720	97133	9341	True	60
295	b351a49c-f687-4d6f-956e-7d8ca23d7c9a	chr16	88153	95811	7679	False	60
296	2c8bf247-6984-4d1e-87ed-91fa1ffdb581	chr16	90056	96630	6568	False	60
297	4d09699d-a564-47be-816e-8fdf004a8c6f	chr16	90454	117959	27219	True	60
298	bf82ea1b-b1d0-49d7-8904-e65ec039b68e	chr16	91034	108031	16978	True	60
299	94beb488-7cde-4ea4-80cf-3b8d4ece309b	chr16	92095	100070	7973	True	60
300	d0520d5a-2450-468a-83e3-51b64a977583	chr16	92125	98057	5908	False	60
