group	mark	chrom	position_0based	n_reads	target_mean	target_variance	target_std	target_positive_fraction	variance_class	reads_inspected	reads_with_aligned_base_at_locus	reads_deleted_at_locus	reads_with_insertion_near_locus	fraction_locus_matches_reference	fraction_locus_mismatch	fraction_locus_deleted	fraction_insertion_near_locus	fraction_reverse	mean_mapq	median_mapq	mean_nm	median_nm	mean_local_mismatch_rate	median_local_mismatch_rate	mean_local_indel_bases_per_ref_base	median_local_indel_bases_per_ref_base	mean_softclip_fraction	median_softclip_fraction	bam_alignments_fetched
merged_c1	5mC	chr16	6825904	11	0.4536576704545454	0.2601540305397727	0.510052968366789	0.4545454545454545	high	27	26	1	0	0.2692307692307692	0.7307692307692308	0.037037037037037035	0.0	0.3333333333333333	60.0	60.0	1210.8148148148148	559.0	0.6087307393549372	0.7073170731707317	0.026196928635953028	0.0	0.001564548698411144	0.0008362369337979094	27
merged_c1	5mC	chr16	82907234	12	0.5071614583333334	0.2601105661103219	0.5100103588264869	0.5	high	20	19	1	4	0.05555555555555555	0.9444444444444444	0.05	0.2	0.5	60.0	60.0	1055.75	661.5	0.7323415454328034	0.7073170731707317	0.3	0.0	0.025343892391271345	0.0013928951205953585	20
merged_c1	5mC	chr16	19888492	11	0.4522372159090909	0.2600710782137784	0.509971644519358	0.4545454545454545	high	20	20	0	3	0.1	0.9	0.0	0.15	0.55	56.6	60.0	1181.95	534.0	0.6577372682250731	0.7073170731707317	0.029268292682926834	0.0	0.02396844344002644	0.0016981084954812362	20
merged_c1	5mC	chr16	78759791	10	0.492578125	0.2600307888454861	0.5099321414124492	0.5	high	20	18	2	2	0.05555555555555555	0.9444444444444444	0.1	0.1	0.45	60.0	60.0	814.75	473.0	0.6711296416463297	0.7317073170731707	0.03414634146341464	0.024390243902439025	0.019151736871728844	0.001255226511933666	20
merged_c1	5mC	chr16	60684075	10	0.501171875	0.2599005805121528	0.5098044532094171	0.5	high	27	27	0	1	0.37037037037037035	0.6296296296296297	0.0	0.037037037037037035	0.5185185185185185	60.0	60.0	1052.9259259259259	691.0	0.5397204315903502	0.7073170731707317	0.026196928635953028	0.024390243902439025	0.010534332885060463	0.0011864406779661016	27
merged_c1	5mC	chr16	36768670	13	0.5425180288461539	0.2597237611428285	0.509631004887682	0.5384615384615384	high	62	62	0	0	0.38461538461538464	0.6153846153846154	0.0	0.0	0.5483870967741935	3.306451612903226	1.0	539.9516129032259	351.0	0.6428372023705045	0.7283536585365853	0.023996852871754525	0.024390243902439025	0.1615233076086078	0.005205253125898073	62
merged_c1	5mC	chr16	78921941	11	0.5442116477272727	0.2596124822443181	0.5095218172407519	0.5454545454545454	high	19	16	3	2	0.4375	0.5625	0.15789473684210525	0.10526315789473684	0.5263157894736842	60.0	60.0	1456.842105263158	451.0	0.472663741624876	0.6341463414634146	0.04236200256739409	0.024390243902439025	0.0010520711665076834	0.0008267665676269216	19
merged_c1	5mC	chr16	37488456	10	0.503515625	0.259393310546875	0.5093066959572345	0.5	high	10	10	0	0	0.3	0.7	0.0	0.0	0.7	2.5	1.0	861.8	354.0	0.610060975609756	0.7317073170731707	0.0024390243902439024	0.0	0.17716952153322946	0.00471810238642339	10
merged_c1	5mC	chr16	77734797	12	0.5045572916666666	0.2587345007694128	0.5086595135937328	0.5	high	23	21	2	3	0.19047619047619047	0.8095238095238095	0.08695652173913043	0.13043478260869565	0.7391304347826086	59.869565217391305	60.0	1067.2608695652175	750.0	0.6074436131114147	0.6923076923076923	0.030752916224814426	0.0	0.01933101842036382	0.0012830980986819082	23
merged_c1	5mC	chr16	64273658	15	0.4641927083333333	0.2583523704892113	0.5082837499755538	0.4666666666666667	high	22	22	0	1	0.14285714285714285	0.8571428571428572	0.0	0.045454545454545456	0.5	60.0	60.0	959.4090909090909	335.5	0.610179193628671	0.7073170731707317	0.022172949002217297	0.0	0.02100144086194451	0.0012548051612755442	22
merged_c1	5mC	chr16	35061667	10	0.49609375	0.2582304212782118	0.5081637740711274	0.5	high	11	11	0	1	0.18181818181818182	0.8181818181818181	0.0	0.09090909090909091	0.45454545454545453	38.0	60.0	822.2727272727273	481.0	0.5661591320127906	0.675	0.031042128603104215	0.024390243902439025	0.021662648110459867	0.0012514600367094944	11
merged_c1	5mC	chr16	36596072	11	0.4564985795454545	0.2581215598366477	0.5080566502238187	0.4545454545454545	high	55	50	5	2	0.32432432432432434	0.6756756756756757	0.09090909090909091	0.03636363636363636	0.509090909090909	2.4363636363636365	1.0	776.6	625.0	0.614442992908975	0.7560975609756098	0.10643015521064303	0.0	0.2411406889028909	0.032187323146576116	55
merged_c1	5mC	chr16	34404479	13	0.5389122596153846	0.2581039819961939	0.508039350834356	0.5384615384615384	high	15	15	0	1	0.4666666666666667	0.5333333333333333	0.0	0.06666666666666667	0.5333333333333333	1.5333333333333334	1.0	857.7333333333333	217.0	0.5880909943714822	0.7317073170731707	0.026016260162601626	0.0	0.01648551025799695	0.0016898479136877682	15
merged_c1	5mC	chr16	36675088	10	0.594921875	0.2579203287760416	0.5078585716280091	0.6	high	12	11	1	1	0.5	0.5	0.08333333333333333	0.08333333333333333	0.8333333333333334	2.75	1.0	617.5	495.0	0.6675497266960682	0.7317073170731707	0.02845528455284553	0.0	0.26236374367592036	0.005380186332874884	12
merged_c1	5mC	chr16	37849374	10	0.5984375	0.2575549655490451	0.5074987345295012	0.6	high	40	40	0	1	0.08823529411764706	0.9117647058823529	0.0	0.025	0.55	1.25	1.0	630.825	596.0	0.6067465169471891	0.6876172607879925	0.00975609756097561	0.0	0.19146441219217303	0.004509339787146589	40
merged_c1	5mC	chr16	64126724	15	0.4641927083333333	0.2572559175037202	0.5072040196052474	0.4666666666666667	high	30	28	2	6	0.4074074074074074	0.5925925925925926	0.06666666666666667	0.2	0.4666666666666667	60.0	60.0	930.0	401.0	0.5314893605747264	0.6875	0.04552845528455285	0.024390243902439025	0.011314465133189412	0.001620918817032449	30
merged_c1	5mC	chr16	83129290	15	0.464453125	0.2570578438895089	0.5070087217095076	0.4666666666666667	high	22	22	0	1	0.38095238095238093	0.6190476190476191	0.0	0.045454545454545456	0.45454545454545453	60.0	60.0	1229.0454545454545	350.0	0.4980651495254898	0.717948717948718	0.03547671840354767	0.0	0.044975990980309674	0.0013608685233255837	22
merged_c1	5mC	chr16	74262510	11	0.4486860795454545	0.2567482688210227	0.5067033341325303	0.4545454545454545	high	25	21	4	0	0.19047619047619047	0.8095238095238095	0.16	0.0	0.56	60.0	60.0	1522.6	593.0	0.5644292307514388	0.6341463414634146	0.030243902439024396	0.024390243902439025	0.01283781743910315	0.0010826416456153013	25
merged_c1	5mC	chr16	78992308	12	0.4150390625	0.256422909823331	0.5063821776320045	0.4166666666666667	high	38	4	34	0	0.5	0.5	0.8947368421052632	0.0	0.47368421052631576	59.10526315789474	60.0	1506.2105263157894	680.5	0.6768637993128851	0.7027027027027027	0.047496790757381266	0.024390243902439025	0.03331488453507223	0.001545974553291335	38
merged_c1	5mC	chr16	37930227	10	0.49765625	0.2562711927625868	0.5062323505689722	0.5	high	17	15	2	1	0.15384615384615385	0.8461538461538461	0.11764705882352941	0.058823529411764705	0.29411764705882354	2.3529411764705883	1.0	988.6470588235294	1005.0	0.6904315196998123	0.7560975609756098	0.12625538020086083	0.0	0.07285206476291349	0.0020086223789927493	17
merged_c1	5mC	chr16	76747460	14	0.4997209821428571	0.2562131776914492	0.5061750464922675	0.5	high	27	26	1	4	0.4230769230769231	0.5769230769230769	0.037037037037037035	0.14814814814814814	0.5925925925925926	60.0	60.0	1504.4444444444443	621.0	0.6480170994766359	0.75	0.06684733514001807	0.024390243902439025	0.021666043166518306	0.0011239840913020924	27
merged_c1	5mC	chr16	37451582	10	0.507421875	0.2559075249565972	0.5058730324464797	0.5	high	32	32	0	0	0.37037037037037035	0.6296296296296297	0.0	0.0	0.46875	2.96875	1.0	771.375	753.0	0.6102529358626919	0.6829268292682927	0.005335365853658537	0.0	0.2123292257495972	0.15512324667334443	32
merged_c1	5mC	chr16	79409824	16	0.49658203125	0.2558692932128906	0.5058352431502678	0.5	high	25	24	1	1	0.20833333333333334	0.7916666666666666	0.04	0.04	0.48	59.12	60.0	1296.44	931.0	0.6276927640586177	0.7317073170731707	0.0351219512195122	0.0	0.012104752666675118	0.0012141447867658219	25
merged_c1	5mC	chr16	63424091	22	0.4973366477272727	0.2556292381121482	0.5055979016097162	0.5	high	26	26	0	0	0.2692307692307692	0.7307692307692308	0.0	0.0	0.5	60.0	60.0	563.7307692307693	333.0	0.5981079921745963	0.7073170731707317	0.008442776735459661	0.0	0.009014544857592443	0.0012806065889183185	26
merged_c1	5mC	chr16	37196164	11	0.5314275568181818	0.2556071888316761	0.5055760959852394	0.5454545454545454	high	179	177	2	1	0.2893081761006289	0.7106918238993711	0.0111731843575419	0.00558659217877095	0.5083798882681564	3.011173184357542	1.0	579.4860335195531	533.0	0.6264104661868497	0.699812382739212	0.012535767815778717	0.0	0.16934419030553025	0.005251223296336078	179
merged_c1	5mC	chr16	37933724	10	0.49921875	0.2553204006618924	0.5052923912566786	0.5	high	11	10	1	0	0.125	0.875	0.09090909090909091	0.0	0.18181818181818182	2.272727272727273	1.0	1343.3636363636363	1182.0	0.75	0.7439024390243902	0.1352549889135255	0.04878048780487805	0.11143005049779232	0.0020086223789927493	11
merged_c1	5mC	chr16	37166881	11	0.5403053977272727	0.2552210027521306	0.5051940248579061	0.5454545454545454	high	15	14	1	0	0.0	1.0	0.06666666666666667	0.0	0.5333333333333333	1.2666666666666666	1.0	1058.6666666666667	825.0	0.7474999999999999	0.7317073170731707	0.07317073170731708	0.0	0.12665952931856397	0.0009722109697804424	15
merged_c1	5mC	chr16	78582187	10	0.5984375	0.2550321790907118	0.5050071079605829	0.6	high	15	15	0	3	0.3333333333333333	0.6666666666666667	0.0	0.2	0.4666666666666667	60.0	60.0	976.1333333333333	358.0	0.6420435566346614	0.7317073170731707	0.03577235772357724	0.0	0.04997899357278238	0.0016289592760180996	15
merged_c1	5mC	chr16	46402536	15	0.537890625	0.2549639020647322	0.5049395033711783	0.5333333333333333	high	250	248	2	4	0.39156626506024095	0.608433734939759	0.008	0.016	0.336	54.532	60.0	7786.052	8113.5	0.6787310164325543	0.6842105263157895	0.019804878048780488	0.0	0.15512696666674441	0.08556383127081957	250
merged_c1	5mC	chr16	34581501	11	0.5406605113636364	0.2548567338423295	0.5048333723540169	0.5454545454545454	high	60	60	0	1	0.3157894736842105	0.6842105263157895	0.0	0.016666666666666666	0.48333333333333334	13.05	1.0	1055.5666666666666	274.5	0.6477429463629719	0.7317073170731707	0.06544715447154473	0.0	0.2308095413594913	0.2151068928651332	60
merged_c1	5mC	chr16	46402927	12	0.5100911458333334	0.2547647880785393	0.5047422986817524	0.5	high	250	242	8	28	0.2847222222222222	0.7152777777777778	0.032	0.112	0.468	54.244	60.0	7902.904	8279.0	0.7182192778827774	0.7317073170731707	0.040585365853658545	0.0	0.13182762008123716	0.07450916276232937	250
merged_c1	5mC	chr16	36403890	13	0.4535757211538461	0.2547621115660056	0.5047396473093883	0.4615384615384615	high	26	25	1	0	0.25	0.75	0.038461538461538464	0.0	0.5	1.5384615384615385	1.0	855.9615384615385	814.0	0.5834507359690532	0.675	0.07035647279549719	0.0	0.07601444519931508	0.0020554088261005043	26
merged_c1	5mC	chr16	24865892	17	0.4674862132352941	0.2547344880945542	0.5047122824883047	0.4705882352941176	high	35	29	6	4	0.27586206896551724	0.7241379310344828	0.17142857142857143	0.11428571428571428	0.4857142857142857	58.628571428571426	60.0	1905.5428571428572	946.0	0.6106873660154405	0.6585365853658537	0.059930313588850176	0.0	0.04307764849315101	0.004351680232089612	35
merged_c1	5mC	chr16	51922326	17	0.5288373161764706	0.2544858595904182	0.5044659151919167	0.5294117647058824	high	27	26	1	4	0.19230769230769232	0.8076923076923077	0.037037037037037035	0.14814814814814814	0.4444444444444444	59.851851851851855	60.0	1108.7037037037037	475.0	0.623782424679537	0.717948717948718	0.03523035230352304	0.0	0.004885072813488963	0.0011795157432587398	27
merged_c1	5mC	chr16	18320216	10	0.514453125	0.2544650607638889	0.5044453000711662	0.5	high	10	10	0	0	0.1	0.9	0.0	0.0	0.6	8.1	3.0	358.2	310.5	0.6585365853658536	0.7195121951219512	0.004878048780487805	0.0	0.052286012543135515	0.007449788727776867	10
merged_c1	5mC	chr16	61575016	15	0.5412760416666667	0.2544544038318452	0.5044347369401172	0.5333333333333333	high	31	29	2	5	0.14285714285714285	0.8571428571428572	0.06451612903225806	0.16129032258064516	0.5161290322580645	60.0	60.0	1016.6774193548387	428.0	0.7166665843783944	0.802439024390244	0.033831628638867045	0.0	0.018690550061440804	0.0014982418590429598	31
merged_c1	5mC	chr16	12876978	16	0.50048828125	0.2544512430826823	0.5044316039689447	0.5	high	26	24	2	2	0.20833333333333334	0.7916666666666666	0.07692307692307693	0.07692307692307693	0.46153846153846156	59.15384615384615	60.0	1719.5384615384614	894.5	0.6602696554781547	0.7052631578947368	0.05440900562851783	0.03658536585365854	0.004868626445505688	0.001292314248603006	26
merged_c1	5mC	chr16	82446082	14	0.431640625	0.2544086162860577	0.5043893498935695	0.4285714285714285	high	32	31	1	2	0.26666666666666666	0.7333333333333334	0.03125	0.0625	0.4375	60.0	60.0	865.5625	432.5	0.566875685672652	0.7073170731707317	0.021341463414634148	0.0	0.01822943497574243	0.0014535278156488796	32
merged_c1	5mC	chr16	36932578	12	0.4205729166666667	0.2543829715613163	0.5043639276963771	0.4166666666666667	high	43	41	2	2	0.125	0.875	0.046511627906976744	0.046511627906976744	0.5348837209302325	1.8837209302325582	1.0	693.046511627907	653.0	0.6273475868565986	0.7342747111681642	0.056721497447532625	0.0	0.09998175448302002	0.0028445983550800815	43
merged_c1	5mC	chr16	75754940	10	0.510546875	0.2543497721354166	0.504331014449257	0.5	high	44	40	4	4	0.4	0.6	0.09090909090909091	0.09090909090909091	0.4090909090909091	59.65909090909091	60.0	903.9090909090909	579.0	0.5874675229315417	0.7036585365853658	0.04767184035476719	0.024390243902439025	0.024876592533110756	0.0026324057844531344	44
merged_c1	5mC	chr16	85857212	12	0.4192708333333333	0.2542553525982481	0.504237397064367	0.4166666666666667	high	27	27	0	3	0.2222222222222222	0.7777777777777778	0.0	0.1111111111111111	0.48148148148148145	59.888888888888886	60.0	2856.4444444444443	832.0	0.634434103772832	0.7073170731707317	0.05420054200542005	0.04878048780487805	0.00911060416982352	0.001612578109252167	27
merged_c1	5mC	chr16	64679019	14	0.4266183035714285	0.2542452969393887	0.5042274258104062	0.4285714285714285	high	22	21	1	4	0.19047619047619047	0.8095238095238095	0.045454545454545456	0.18181818181818182	0.5454545454545454	59.36363636363637	60.0	1035.590909090909	440.0	0.6303625829018962	0.7560975609756098	0.05432372505543238	0.024390243902439025	0.07078750950739775	0.0015834696510798395	22
merged_c1	5mC	chr16	69839265	13	0.5374098557692307	0.2541719094300881	0.504154648327364	0.5384615384615384	high	24	24	0	1	0.4166666666666667	0.5833333333333333	0.0	0.041666666666666664	0.4583333333333333	58.208333333333336	60.0	1409.2083333333333	549.0	0.6204665986678183	0.7560975609756098	0.029471544715447152	0.0	0.024635791624648382	0.0015199291275266986	24
merged_c1	5mC	chr16	36467083	13	0.5434194711538461	0.2539228781675681	0.5039076087613364	0.5384615384615384	high	44	44	0	0	0.2	0.8	0.0	0.0	0.5681818181818182	2.227272727272727	1.0	517.6136363636364	516.5	0.6591266863218083	0.7229965156794425	0.008869179600886918	0.0	0.09081292980682419	0.0028474379562621766	44
merged_c1	5mC	chr16	64454505	16	0.5009765625	0.2539113362630208	0.5038961562296549	0.5	high	33	29	4	3	0.41379310344827586	0.5862068965517242	0.12121212121212122	0.09090909090909091	0.5151515151515151	58.96969696969697	60.0	1413.969696969697	492.0	0.5640618952243788	0.6829268292682927	0.059127864005912786	0.0	0.004463320428472862	0.001462262382362866	33
merged_c1	5mC	chr16	78564969	17	0.5276884191176471	0.2538663078756893	0.5038514740235354	0.5294117647058824	high	20	20	0	0	0.35	0.65	0.0	0.0	0.65	60.0	60.0	711.25	240.5	0.5398936835522201	0.6097560975609756	0.02073170731707317	0.0	0.002289836490052504	0.0013120382101007538	20
merged_c1	5mC	chr16	37932405	11	0.4504616477272727	0.2536157781427556	0.5036027979894032	0.4545454545454545	high	11	11	0	3	0.25	0.75	0.0	0.2727272727272727	0.18181818181818182	2.272727272727273	1.0	1343.3636363636363	1182.0	0.7073170731707317	0.7317073170731707	0.006651884700665189	0.0	0.11143005049779232	0.0020086223789927493	11
merged_c1	5mC	chr16	52204026	11	0.4636008522727273	0.2535761052911932	0.503563407418761	0.4545454545454545	high	37	37	0	5	0.1891891891891892	0.8108108108108107	0.0	0.13513513513513514	0.43243243243243246	59.2972972972973	60.0	1180.4864864864865	535.0	0.7218293425889076	0.7804878048780488	0.049439683586025046	0.0	0.003402852868281507	0.0016561059907834101	37
merged_c1	5mC	chr16	36829311	10	0.59375	0.2535442776150173	0.5035318039756946	0.6	high	16	16	0	0	0.21428571428571427	0.7857142857142857	0.0	0.0	0.5	1.8125	1.0	1289.5	1110.0	0.6431698382917894	0.7195121951219512	0.007621951219512195	0.0	0.10170615216306919	0.003110461299265882	16
merged_c1	5mC	chr16	5989940	13	0.5298978365384616	0.2535269321539463	0.5035145798821979	0.5384615384615384	high	29	29	0	6	0.4827586206896552	0.5172413793103448	0.0	0.20689655172413793	0.6551724137931034	60.0	60.0	848.6551724137931	575.0	0.5972465996435721	0.7	0.04709840201850295	0.0	0.047305344887826	0.001771117166212534	29
merged_c1	5mC	chr16	82616144	21	0.5203683035714286	0.2535127912248884	0.503500537462363	0.5238095238095238	high	28	27	1	4	0.1111111111111111	0.8888888888888888	0.03571428571428571	0.14285714285714285	0.5	59.607142857142854	60.0	1540.857142857143	839.0	0.6883958285755464	0.6957637997432606	0.03745644599303136	0.0	0.029112663771163973	0.001548647539715996	28
merged_c1	5mC	chr16	16682546	10	0.505078125	0.2533732096354166	0.5033619072152924	0.5	high	19	18	1	3	0.4375	0.5625	0.05263157894736842	0.15789473684210525	0.3157894736842105	14.368421052631579	12.0	1941.842105263158	1088.0	0.7295425062490681	0.7073170731707317	0.0423620025673941	0.024390243902439025	0.03175734743404175	0.0020017515325910173	19
merged_c1	5mC	chr16	37953407	10	0.590234375	0.2533304850260416	0.5033194661703854	0.6	high	16	16	0	0	0.2	0.8	0.0	0.0	0.4375	1.5625	1.0	951.375	618.5	0.6248144752124212	0.6829268292682927	0.01371951219512195	0.0	0.1304915085803144	0.009599694989564318	16
merged_c1	5mC	chr16	64842207	15	0.469921875	0.2533224923270089	0.5033115261217539	0.4666666666666667	high	38	35	3	6	0.2	0.8	0.07894736842105263	0.15789473684210525	0.5526315789473685	59.1578947368421	60.0	2169.684210526316	872.5	0.5959775209682808	0.6726190476190477	0.05263157894736842	0.024390243902439025	0.002494584784466194	0.0009856538583347763	38
merged_c1	5mC	chr16	83113074	12	0.5009765625	0.2532019181685014	0.5031917310215872	0.5	high	22	21	1	2	0.42105263157894735	0.5789473684210527	0.045454545454545456	0.09090909090909091	0.45454545454545453	60.0	60.0	1089.2272727272727	574.5	0.5659866783790745	0.6975051975051976	0.03880266075388027	0.024390243902439025	0.06569477192237859	0.0026357168831890325	22
merged_c1	5mC	chr16	78581901	11	0.4508167613636363	0.253199629350142	0.5031894567159988	0.4545454545454545	high	15	14	1	2	0.42857142857142855	0.5714285714285714	0.06666666666666667	0.13333333333333333	0.4666666666666667	60.0	60.0	976.1333333333333	358.0	0.6593145772414064	0.7317073170731707	0.03414634146341464	0.0	0.04997899357278238	0.0016289592760180996	15
merged_c1	5mC	chr16	36611825	11	0.541015625	0.2531036376953125	0.5030940644604273	0.5454545454545454	high	29	1	28	0	0.0	1.0	0.9655172413793104	0.0	0.4827586206896552	2.103448275862069	1.0	1015.448275862069	871.0	0.6504402648633417	0.7625	0.09671993271656855	0.024390243902439025	0.13140507554111486	0.0036084799278304014	29
merged_c1	5mC	chr16	25230259	13	0.5383112980769231	0.2530883397811498	0.5030788603997884	0.5384615384615384	high	48	48	0	1	0.2916666666666667	0.7083333333333333	0.0	0.020833333333333332	0.5	58.1875	60.0	933.2083333333334	444.0	0.6142993481789213	0.7073170731707317	0.02184959349593496	0.0	0.018990145746010437	0.0015729248262910975	48
merged_c1	5mC	chr16	56398757	15	0.5342447916666667	0.2530789329892113	0.5030695110908743	0.5333333333333333	high	26	24	2	5	0.20833333333333334	0.7916666666666666	0.07692307692307693	0.19230769230769232	0.5769230769230769	60.0	60.0	1307.6538461538462	939.0	0.6510097066727857	0.7073170731707317	0.03564727954971857	0.024390243902439025	0.01648460774899815	0.001774485924388389	26
