window_id	chrom	start	end	split	mark	target_base	npz_path	known_frac	methylated_frac_known	n_reads_used
chr1:12000000-13000000	chr1	12000000	13000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_12000000_13000000.npz	0.226782	0.000035	4845
chr1:13000000-14000000	chr1	13000000	14000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_13000000_14000000.npz	0.209846	0.000000	4681
chr1:14000000-15000000	chr1	14000000	15000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_14000000_15000000.npz	0.236701	0.000021	4521
chr1:15000000-16000000	chr1	15000000	16000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_15000000_16000000.npz	0.239407	0.000029	4846
chr1:16000000-17000000	chr1	16000000	17000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_16000000_17000000.npz	0.235925	0.000000	6074
chr1:17000000-18000000	chr1	17000000	18000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_17000000_18000000.npz	0.244573	0.000020	4481
chr1:18000000-19000000	chr1	18000000	19000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_18000000_19000000.npz	0.247465	0.000000	4362
chr1:19000000-20000000	chr1	19000000	20000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_19000000_20000000.npz	0.228065	0.000022	4514
chr1:20000000-21000000	chr1	20000000	21000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_20000000_21000000.npz	0.222638	0.000090	4501
chr1:21000000-22000000	chr1	21000000	22000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_21000000_22000000.npz	0.241646	0.000025	4660
chr1:22000000-23000000	chr1	22000000	23000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_22000000_23000000.npz	0.235399	0.000017	4604
chr1:23000000-24000000	chr1	23000000	24000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_23000000_24000000.npz	0.231714	0.000022	4834
chr1:24000000-25000000	chr1	24000000	25000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_24000000_25000000.npz	0.229485	0.000009	4810
chr1:25000000-26000000	chr1	25000000	26000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_25000000_26000000.npz	0.233616	0.000077	4683
chr1:26000000-27000000	chr1	26000000	27000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_26000000_27000000.npz	0.239122	0.000021	4787
chr1:27000000-28000000	chr1	27000000	28000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_27000000_28000000.npz	0.229744	0.000017	4786
chr1:28000000-29000000	chr1	28000000	29000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_28000000_29000000.npz	0.214979	0.000065	4829
chr1:29000000-30000000	chr1	29000000	30000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_29000000_30000000.npz	0.238242	0.000000	4531
chr1:30000000-31000000	chr1	30000000	31000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_30000000_31000000.npz	0.239031	0.000000	4538
chr1:31000000-32000000	chr1	31000000	32000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_31000000_32000000.npz	0.232781	0.000017	4713
chr1:32000000-33000000	chr1	32000000	33000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_32000000_33000000.npz	0.229422	0.000017	4862
chr1:33000000-34000000	chr1	33000000	34000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_33000000_34000000.npz	0.224737	0.000000	4688
chr1:34000000-35000000	chr1	34000000	35000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_34000000_35000000.npz	0.222480	0.000000	4672
chr1:35000000-36000000	chr1	35000000	36000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_35000000_36000000.npz	0.209141	0.000014	4902
chr1:36000000-37000000	chr1	36000000	37000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_36000000_37000000.npz	0.239902	0.000004	4668
chr1:37000000-38000000	chr1	37000000	38000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_37000000_38000000.npz	0.235925	0.000017	4633
chr1:38000000-39000000	chr1	38000000	39000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_38000000_39000000.npz	0.222703	0.000009	4605
chr1:39000000-40000000	chr1	39000000	40000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_39000000_40000000.npz	0.219116	0.000050	4590
chr1:40000000-41000000	chr1	40000000	41000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_40000000_41000000.npz	0.215057	0.000033	4854
chr1:41000000-42000000	chr1	41000000	42000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_41000000_42000000.npz	0.228962	0.000048	4955
chr1:42000000-43000000	chr1	42000000	43000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_42000000_43000000.npz	0.210235	0.000019	4865
chr1:43000000-44000000	chr1	43000000	44000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_43000000_44000000.npz	0.230905	0.000004	4728
chr1:44000000-45000000	chr1	44000000	45000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_44000000_45000000.npz	0.226040	0.000000	4728
chr1:45000000-46000000	chr1	45000000	46000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_45000000_46000000.npz	0.208288	0.000024	4865
chr1:46000000-47000000	chr1	46000000	47000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_46000000_47000000.npz	0.222523	0.000018	4787
chr1:47000000-48000000	chr1	47000000	48000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_47000000_48000000.npz	0.231030	0.000000	4574
chr1:48000000-49000000	chr1	48000000	49000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_48000000_49000000.npz	0.203343	0.000000	4642
chr1:49000000-50000000	chr1	49000000	50000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_49000000_50000000.npz	0.188664	0.000000	4545
chr1:50000000-51000000	chr1	50000000	51000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_50000000_51000000.npz	0.199798	0.000030	4969
chr1:51000000-52000000	chr1	51000000	52000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_51000000_52000000.npz	0.205806	0.000019	4886
chr1:52000000-53000000	chr1	52000000	53000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_52000000_53000000.npz	0.208589	0.000019	4731
chr1:53000000-54000000	chr1	53000000	54000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_53000000_54000000.npz	0.232745	0.000056	4777
chr1:54000000-55000000	chr1	54000000	55000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_54000000_55000000.npz	0.236851	0.000008	4486
chr1:55000000-56000000	chr1	55000000	56000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_55000000_56000000.npz	0.198942	0.000000	4703
chr1:56000000-57000000	chr1	56000000	57000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_56000000_57000000.npz	0.204714	0.000000	4711
chr1:57000000-58000000	chr1	57000000	58000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_57000000_58000000.npz	0.205712	0.000000	4567
chr1:58000000-59000000	chr1	58000000	59000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_58000000_59000000.npz	0.207189	0.000014	4647
chr1:59000000-60000000	chr1	59000000	60000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_59000000_60000000.npz	0.194502	0.000000	4759
chr1:60000000-61000000	chr1	60000000	61000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_60000000_61000000.npz	0.195693	0.000000	4535
chr1:61000000-62000000	chr1	61000000	62000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_61000000_62000000.npz	0.192467	0.000010	4679
chr1:62000000-63000000	chr1	62000000	63000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_62000000_63000000.npz	0.199426	0.000065	4791
chr1:63000000-64000000	chr1	63000000	64000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_63000000_64000000.npz	0.196107	0.000036	4690
chr1:64000000-65000000	chr1	64000000	65000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_64000000_65000000.npz	0.202576	0.000000	4681
chr1:65000000-66000000	chr1	65000000	66000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_65000000_66000000.npz	0.185449	0.000011	4845
chr1:66000000-67000000	chr1	66000000	67000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_66000000_67000000.npz	0.188783	0.000021	4926
chr1:67000000-68000000	chr1	67000000	68000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_67000000_68000000.npz	0.203527	0.000044	4937
chr1:68000000-69000000	chr1	68000000	69000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_68000000_69000000.npz	0.191281	0.000000	4643
chr1:69000000-70000000	chr1	69000000	70000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_69000000_70000000.npz	0.177893	0.000006	4797
chr1:70000000-71000000	chr1	70000000	71000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_70000000_71000000.npz	0.186072	0.000048	4865
chr1:71000000-72000000	chr1	71000000	72000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_71000000_72000000.npz	0.177760	0.000000	4678
chr1:72000000-73000000	chr1	72000000	73000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_72000000_73000000.npz	0.173606	0.000000	4733
chr1:73000000-74000000	chr1	73000000	74000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_73000000_74000000.npz	0.176343	0.000006	4732
chr1:74000000-75000000	chr1	74000000	75000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_74000000_75000000.npz	0.184694	0.000000	4781
chr1:75000000-76000000	chr1	75000000	76000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_75000000_76000000.npz	0.189405	0.000011	4705
chr1:76000000-77000000	chr1	76000000	77000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_76000000_77000000.npz	0.190263	0.000000	4712
chr1:77000000-78000000	chr1	77000000	78000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_77000000_78000000.npz	0.191332	0.000021	4823
chr1:78000000-79000000	chr1	78000000	79000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_78000000_79000000.npz	0.180506	0.000000	4931
chr1:79000000-80000000	chr1	79000000	80000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_79000000_80000000.npz	0.175207	0.000000	4779
chr1:80000000-81000000	chr1	80000000	81000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_80000000_81000000.npz	0.176932	0.000006	4616
chr1:81000000-82000000	chr1	81000000	82000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_81000000_82000000.npz	0.181511	0.000011	4740
chr1:82000000-83000000	chr1	82000000	83000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_82000000_83000000.npz	0.180187	0.000000	4844
chr1:83000000-84000000	chr1	83000000	84000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_83000000_84000000.npz	0.187520	0.000005	4696
chr1:84000000-85000000	chr1	84000000	85000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_84000000_85000000.npz	0.195505	0.000000	4932
chr1:85000000-86000000	chr1	85000000	86000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_85000000_86000000.npz	0.191230	0.000000	4766
chr1:86000000-87000000	chr1	86000000	87000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_86000000_87000000.npz	0.189165	0.000074	4886
chr1:87000000-88000000	chr1	87000000	88000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_87000000_88000000.npz	0.190251	0.000000	4794
chr1:88000000-89000000	chr1	88000000	89000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_88000000_89000000.npz	0.189231	0.000016	4826
chr1:89000000-90000000	chr1	89000000	90000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_89000000_90000000.npz	0.192621	0.000005	4865
chr1:90000000-91000000	chr1	90000000	91000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_90000000_91000000.npz	0.194725	0.000000	4781
chr1:91000000-92000000	chr1	91000000	92000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_91000000_92000000.npz	0.203332	0.000010	4631
chr1:92000000-93000000	chr1	92000000	93000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_92000000_93000000.npz	0.191922	0.000026	4896
chr1:93000000-94000000	chr1	93000000	94000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_93000000_94000000.npz	0.204666	0.000000	4914
chr1:94000000-95000000	chr1	94000000	95000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_94000000_95000000.npz	0.201772	0.000010	4816
chr1:95000000-96000000	chr1	95000000	96000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_95000000_96000000.npz	0.184317	0.000000	4542
chr1:96000000-97000000	chr1	96000000	97000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_96000000_97000000.npz	0.182827	0.000005	4706
chr1:97000000-98000000	chr1	97000000	98000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_97000000_98000000.npz	0.175940	0.000000	4869
chr1:98000000-99000000	chr1	98000000	99000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_98000000_99000000.npz	0.180851	0.000000	4656
chr1:99000000-100000000	chr1	99000000	100000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_99000000_100000000.npz	0.188093	0.000053	4903
chr1:100000000-101000000	chr1	100000000	101000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_100000000_101000000.npz	0.185176	0.000000	4914
chr1:101000000-102000000	chr1	101000000	102000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_101000000_102000000.npz	0.180359	0.000011	5002
chr1:102000000-103000000	chr1	102000000	103000000	train	h3k27me3	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27me3_C/h3k27me3_C_labels/chr1_102000000_103000000.npz	0.171473	0.000000	4773
