window_id	chrom	start	end	split	mark	target_base	npz_path	known_frac	methylated_frac_known	n_reads_used
chr1:40000000-41000000	chr1	40000000	41000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_40000000_41000000.npz	0.203072	0.000034	4764
chr1:41000000-42000000	chr1	41000000	42000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_41000000_42000000.npz	0.215616	0.000065	4517
chr1:42000000-43000000	chr1	42000000	43000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_42000000_43000000.npz	0.199713	0.000080	4765
chr1:43000000-44000000	chr1	43000000	44000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_43000000_44000000.npz	0.213900	0.000056	4526
chr1:44000000-45000000	chr1	44000000	45000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_44000000_45000000.npz	0.213457	0.000061	4526
chr1:45000000-46000000	chr1	45000000	46000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_45000000_46000000.npz	0.198314	0.000025	4724
chr1:46000000-47000000	chr1	46000000	47000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_46000000_47000000.npz	0.213269	0.000009	4655
chr1:47000000-48000000	chr1	47000000	48000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_47000000_48000000.npz	0.223714	0.000063	4434
chr1:48000000-49000000	chr1	48000000	49000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_48000000_49000000.npz	0.198632	0.000000	4579
chr1:49000000-50000000	chr1	49000000	50000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_49000000_50000000.npz	0.184000	0.000000	4507
chr1:50000000-51000000	chr1	50000000	51000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_50000000_51000000.npz	0.190255	0.000037	4694
chr1:51000000-52000000	chr1	51000000	52000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_51000000_52000000.npz	0.196682	0.000031	4841
chr1:52000000-53000000	chr1	52000000	53000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_52000000_53000000.npz	0.190128	0.000237	4563
chr1:53000000-54000000	chr1	53000000	54000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_53000000_54000000.npz	0.221885	0.000027	4521
chr1:54000000-55000000	chr1	54000000	55000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_54000000_55000000.npz	0.218742	0.000069	4384
chr1:55000000-56000000	chr1	55000000	56000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_55000000_56000000.npz	0.192975	0.000067	4661
chr1:56000000-57000000	chr1	56000000	57000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_56000000_57000000.npz	0.200509	0.000000	4594
chr1:57000000-58000000	chr1	57000000	58000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_57000000_58000000.npz	0.200315	0.000015	4530
chr1:58000000-59000000	chr1	58000000	59000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_58000000_59000000.npz	0.198611	0.000020	4670
chr1:59000000-60000000	chr1	59000000	60000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_59000000_60000000.npz	0.186676	0.000037	4722
chr1:60000000-61000000	chr1	60000000	61000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_60000000_61000000.npz	0.190072	0.000016	4461
chr1:61000000-62000000	chr1	61000000	62000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_61000000_62000000.npz	0.183441	0.000153	4564
chr1:62000000-63000000	chr1	62000000	63000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_62000000_63000000.npz	0.189379	0.000084	4661
chr1:63000000-64000000	chr1	63000000	64000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_63000000_64000000.npz	0.187677	0.000053	4564
chr1:64000000-65000000	chr1	64000000	65000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_64000000_65000000.npz	0.195738	0.000102	4594
chr1:65000000-66000000	chr1	65000000	66000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_65000000_66000000.npz	0.179358	0.000033	4802
chr1:66000000-67000000	chr1	66000000	67000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_66000000_67000000.npz	0.183279	0.000000	4885
chr1:67000000-68000000	chr1	67000000	68000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_67000000_68000000.npz	0.193160	0.000010	4592
chr1:68000000-69000000	chr1	68000000	69000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_68000000_69000000.npz	0.185476	0.000000	4580
chr1:69000000-70000000	chr1	69000000	70000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_69000000_70000000.npz	0.173158	0.000000	4584
chr1:70000000-71000000	chr1	70000000	71000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_70000000_71000000.npz	0.180460	0.000022	4848
chr1:71000000-72000000	chr1	71000000	72000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_71000000_72000000.npz	0.174495	0.000011	4587
chr1:72000000-73000000	chr1	72000000	73000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_72000000_73000000.npz	0.170525	0.000006	4596
chr1:73000000-74000000	chr1	73000000	74000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_73000000_74000000.npz	0.173452	0.000006	4710
chr1:74000000-75000000	chr1	74000000	75000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_74000000_75000000.npz	0.178425	0.000028	4653
chr1:75000000-76000000	chr1	75000000	76000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_75000000_76000000.npz	0.181457	0.000033	4626
chr1:76000000-77000000	chr1	76000000	77000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_76000000_77000000.npz	0.183062	0.000005	4536
chr1:77000000-78000000	chr1	77000000	78000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_77000000_78000000.npz	0.183552	0.000033	4796
chr1:78000000-79000000	chr1	78000000	79000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_78000000_79000000.npz	0.175864	0.000011	4742
chr1:79000000-80000000	chr1	79000000	80000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_79000000_80000000.npz	0.169296	0.000000	4709
chr1:80000000-81000000	chr1	80000000	81000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_80000000_81000000.npz	0.172818	0.000029	4683
chr1:81000000-82000000	chr1	81000000	82000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_81000000_82000000.npz	0.176562	0.000006	4623
chr1:82000000-83000000	chr1	82000000	83000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_82000000_83000000.npz	0.175650	0.000000	4545
chr1:83000000-84000000	chr1	83000000	84000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_83000000_84000000.npz	0.180163	0.000050	4607
chr1:84000000-85000000	chr1	84000000	85000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_84000000_85000000.npz	0.188203	0.000016	4867
chr1:85000000-86000000	chr1	85000000	86000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_85000000_86000000.npz	0.185689	0.000022	4761
chr1:86000000-87000000	chr1	86000000	87000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_86000000_87000000.npz	0.177324	0.000113	4930
chr1:87000000-88000000	chr1	87000000	88000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_87000000_88000000.npz	0.183758	0.000011	4642
chr1:88000000-89000000	chr1	88000000	89000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_88000000_89000000.npz	0.181103	0.000033	4754
chr1:89000000-90000000	chr1	89000000	90000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_89000000_90000000.npz	0.184862	0.000222	4826
chr1:90000000-91000000	chr1	90000000	91000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_90000000_91000000.npz	0.187295	0.000005	4744
chr1:91000000-92000000	chr1	91000000	92000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_91000000_92000000.npz	0.193726	0.000186	4626
chr1:92000000-93000000	chr1	92000000	93000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_92000000_93000000.npz	0.183491	0.000011	4857
chr1:93000000-94000000	chr1	93000000	94000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_93000000_94000000.npz	0.195776	0.000041	4760
chr1:94000000-95000000	chr1	94000000	95000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_94000000_95000000.npz	0.194049	0.000021	4672
chr1:95000000-96000000	chr1	95000000	96000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_95000000_96000000.npz	0.179820	0.000000	4463
chr1:96000000-97000000	chr1	96000000	97000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_96000000_97000000.npz	0.177125	0.000051	4773
chr1:97000000-98000000	chr1	97000000	98000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_97000000_98000000.npz	0.171131	0.000058	4822
chr1:98000000-99000000	chr1	98000000	99000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_98000000_99000000.npz	0.177496	0.000006	4679
chr1:99000000-100000000	chr1	99000000	100000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_99000000_100000000.npz	0.182526	0.000016	4753
chr1:100000000-101000000	chr1	100000000	101000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_100000000_101000000.npz	0.178001	0.000022	4726
chr1:101000000-102000000	chr1	101000000	102000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_101000000_102000000.npz	0.176048	0.000000	4945
chr1:102000000-103000000	chr1	102000000	103000000	train	h3k27ac	C	/data/leuven/383/vsc38330/thesis_dimelo/src/preprocessing/phase2_long_context/backends_all_marks/backend_h3k27ac_C/h3k27ac_C_labels/chr1_102000000_103000000.npz	0.167347	0.000120	4780
